gene	OVCAR3_MOCK	OVCAR3_KO	log2FC_OVCAR3	DEG_OVCAR3	SKOV3_MOCK	SKOV3_KO	log2FC_SKOV3	DEG_SKOV3
BIVM	244	333	0.44706635347148155	Upregulated	376	274	-0.4551329048566424	Downregulated
SELP	0	1	1	Upregulated	0	0	0	Neutral
BIVM-ERCC5	162	108	-0.5805438294541512	Downregulated	142	205	0.526629190404829	Upregulated
ERCC5	313	527	0.7497733704668265	Upregulated	471	289	-0.7027339593469067	Downregulated
METTL21EP	1	5	1.584962500721156	Upregulated	3	1	-1	Downregulated
MTCO3P12	0	3	2	Upregulated	0	0	0	Neutral
LOC107984624	0	1	1	Upregulated	0	0	0	Neutral
LOC107984606	0	1	1	Upregulated	0	0	0	Neutral
SELL	52	70	0.4218266649414828	Upregulated	41	38	-0.1069152039165119	Downregulated
LOC105370345	1	0	-1	Downregulated	0	2	1.584962500721156	Upregulated
LINC00460	129	69	-0.8930847960834881	Downregulated	305	235	-0.37474479333081046	Downregulated
LOC105370346	1	0	-1	Downregulated	0	1	1	Upregulated
EFNB2	1311	614	-1.0931094043914815	Downregulated	1598	1042	-0.6164307809605662	Downregulated
SELE	0	1	1	Upregulated	0	0	0	Neutral
ARGLU1	1133	2362	1.0591989890316178	Upregulated	1660	1081	-0.6183515741355611	Downregulated
LOC105370348	7	27	1.8073549220576042	Upregulated	3	4	0.32192809488736235	Upregulated
LINC00551	0	1	1	Upregulated	0	1	1	Upregulated
FAM155A	0	1	1	Upregulated	0	0	0	Neutral
LIG4	357	475	0.41100198604368715	Upregulated	634	471	-0.427969732297687	Downregulated
ABHD13	247	428	0.7906375271126703	Upregulated	682	377	-0.853499344069018	Downregulated
TNFSF13B	6	23	1.777607578663552	Upregulated	20	11	-0.8073549220576042	Downregulated
LOC105370355	0	1	1	Upregulated	1	1	0	Neutral
METTL18	145	194	0.41750575486959346	Upregulated	175	163	-0.10187961401921364	Downregulated
LOC105370356	0	1	1	Upregulated	1	3	1	Upregulated
MYO16-AS1	1	0	-1	Downregulated	0	1	1	Upregulated
LOC107984602	1	0	-1	Downregulated	0	0	0	Neutral
IRS2	722	198	-1.8612272164074688	Downregulated	798	539	-0.5652360958771458	Downregulated
C1orf112	175	357	1.0243841586269593	Upregulated	696	613	-0.1829200004982438	Downregulated
LOC101927646	0	0	0	Neutral	1	0	-1	Downregulated
LOC101927712	1	2	0.5849625007211562	Upregulated	2	1	-0.5849625007211563	Downregulated
COL4A1	1	2	0.5849625007211562	Upregulated	6	2	-1.222392421336448	Downregulated
COL4A2	0	0	0	Neutral	2	0	-1.5849625007211563	Downregulated
SCYL3	189	278	0.5542657034982397	Upregulated	219	211	-0.05343925896146044	Downregulated
RAB20	154	110	-0.4817085389241315	Downregulated	232	179	-0.3723330483246056	Downregulated
NAXD	604	454	-0.41106859707589816	Downregulated	1169	876	-0.4158597820260338	Downregulated
CARS2	586	452	-0.373849453063817	Downregulated	1070	770	-0.4741557148352216	Downregulated
LOC105376684	9	7	-0.3219280948873623	Downregulated	0	3	2	Upregulated
ING1	569	342	-0.7327533428792917	Downregulated	489	298	-0.7126362648044655	Downregulated
LOC107984613	0	0	0	Neutral	1	0	-1	Downregulated
LOC105370362	0	0	0	Neutral	1	0	-1	Downregulated
RN7SL333P	0	3	2	Upregulated	1	0	-1	Downregulated
LOC105370363	32	37	0.20353339408513216	Upregulated	90	132	0.5474877953024933	Upregulated
LINC00346	125	137	0.13124453327825272	Upregulated	106	94	-0.17161137807019913	Downregulated
ANKRD10	1022	1869	0.8702321250296703	Upregulated	1106	804	-0.45959453377957293	Downregulated
LOC105370364	9	68	2.786596361890807	Upregulated	16	22	0.43609911480667357	Upregulated
LINC00431	6	16	1.2801079191927351	Upregulated	7	6	-0.19264507794239588	Downregulated
ARHGEF7	1106	736	-0.5869186976864825	Downregulated	1250	850	-0.555850752479857	Downregulated
KIFAP3	487	238	-1.0298705295821378	Downregulated	394	248	-0.6657069109963842	Downregulated
LOC101060553	2	1	-0.5849625007211563	Downregulated	1	1	0	Neutral
TEX29	1	5	1.584962500721156	Upregulated	5	2	-1	Downregulated
LOC105370365	0	8	3.169925001442312	Upregulated	1	2	0.5849625007211562	Upregulated
RNU5E-1	0	1	1	Upregulated	2	0	-1.5849625007211563	Downregulated
LOC102725228	0	3	2	Upregulated	1	0	-1	Downregulated
ATP11A	2406	1643	-0.5500258427928141	Downregulated	1684	954	-0.8191759531461097	Downregulated
ATP11A-AS1	4	62	3.655351828612554	Upregulated	12	4	-1.3785116232537298	Downregulated
MCF2L	343	312	-0.13624590776947967	Downregulated	167	153	-0.12553088208385899	Downregulated
LOC105371608	0	2	1.584962500721156	Upregulated	0	2	1.584962500721156	Upregulated
MCF2L-AS1	5	17	1.584962500721156	Upregulated	10	8	-0.28950661719498483	Downregulated
LOC107984591	1	10	2.4594316186372973	Upregulated	3	2	-0.4150374992788438	Downregulated
LOC107984590	6	10	0.6520766965796931	Upregulated	1	0	-1	Downregulated
F7	0	2	1.584962500721156	Upregulated	0	1	1	Upregulated
F10	11	4	-1.2630344058337937	Downregulated	0	1	1	Upregulated
LOC102724474	7	8	0.16992500144231237	Upregulated	2	1	-0.5849625007211563	Downregulated
PROZ	1	23	3.584962500721156	Upregulated	12	7	-0.7004397181410921	Downregulated
PCID2	1227	1657	0.4331334461255709	Upregulated	2397	1652	-0.5367449341219099	Downregulated
CUL4A	1201	1305	0.11971800083524524	Upregulated	2284	1577	-0.5340969599319735	Downregulated
LOC107984583	12	307	4.566346822553809	Upregulated	49	15	-1.6438561897747246	Downregulated
LOC105370377	1	1	0	Neutral	3	0	-2	Downregulated
LDHBP1	0	1	1	Upregulated	2	0	-1.5849625007211563	Downregulated
LAMP1	2533	434	-2.542329218404719	Downregulated	2472	1656	-0.5776886371684861	Downregulated
GRTP1	218	256	0.2308374895927048	Upregulated	197	158	-0.31647366479525435	Downregulated
LOC105370378	0	24	4.643856189774724	Upregulated	0	2	1.584962500721156	Upregulated
GRTP1-AS1	1	16	3.0874628412503395	Upregulated	3	2	-0.4150374992788438	Downregulated
LOC101928841	46	6	-2.7472339296200334	Downregulated	142	113	-0.32698132261364776	Downregulated
METTL11B	0	0	0	Neutral	2	0	-1.5849625007211563	Downregulated
ADPRHL1	269	87	-1.6173839784135335	Downregulated	315	217	-0.5355964234001765	Downregulated
DCUN1D2	354	884	1.3178584305783152	Upregulated	550	408	-0.42995147562940883	Downregulated
RNU1-16P	0	3	2	Upregulated	0	0	0	Neutral
TMCO3	1426	880	-0.6957714105553499	Downregulated	1225	803	-0.6086915725118528	Downregulated
TFDP1	1681	1479	-0.1845805297388321	Downregulated	1921	1416	-0.439768577855732	Downregulated
ATP4B	0	1	1	Upregulated	0	0	0	Neutral
TMEM255B	39	25	-0.6214883767462701	Downregulated	9	5	-0.7369655941662062	Downregulated
GAS6-AS1	38	40	0.0721497857558354	Upregulated	33	34	0.0418201756946269	Upregulated
LOC105370380	11	35	1.584962500721156	Upregulated	17	14	-0.2630344058337938	Downregulated
GAS6	766	378	-1.0170287293318416	Downregulated	623	464	-0.4243153128668546	Downregulated
GAS6-AS2	16	11	-0.5025003405291831	Downregulated	15	6	-1.1926450779423958	Downregulated
LINC00454	0	0	0	Neutral	1	0	-1	Downregulated
LINC00452	0	2	1.584962500721156	Upregulated	4	8	0.8479969065549501	Upregulated
LINC00565	0	3	2	Upregulated	2	3	0.41503749927884376	Upregulated
LOC105377806	5	10	0.874469117916141	Upregulated	9	10	0.13750352374993502	Upregulated
CDC16	756	874	0.20898971673395939	Upregulated	1143	781	-0.5488465394710372	Downregulated
LOC105370384	1	8	2.169925001442312	Upregulated	4	2	-0.7369655941662062	Downregulated
UPF3A	351	494	0.4918530963296747	Upregulated	594	448	-0.40617422345415893	Downregulated
CLCP2	0	0	0	Neutral	0	1	1	Upregulated
CHAMP1	910	271	-1.7438444025517115	Downregulated	686	533	-0.3634703571305461	Downregulated
OR11H12	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
USP10P2	1	0	-1	Downregulated	1	4	1.3219280948873624	Upregulated
POTEM	0	4	2.321928094887362	Upregulated	3	3	0	Neutral
LINC01296	518	1095	1.078441354602646	Upregulated	792	678	-0.22390929145924657	Downregulated
DUXAP9	0	0	0	Neutral	33	0	-5.087462841250339	Downregulated
NBEAP5	24	30	0.3103401206121505	Upregulated	31	23	-0.4150374992788438	Downregulated
LOC727980	9	22	1.2016338611696504	Upregulated	24	16	-0.5563933485243852	Downregulated
OR11H13P	0	4	2.321928094887362	Upregulated	3	3	0	Neutral
LOC100420097	0	1	1	Upregulated	0	0	0	Neutral
NBEAP6	0	0	0	Neutral	0	4	2.321928094887362	Upregulated
LOC101928650	0	5	2.584962500721156	Upregulated	0	0	0	Neutral
LOC642661	6	22	1.7162070339994087	Upregulated	15	18	0.2479275134435855	Upregulated
DUXAP10	72	71	-0.019899557437704947	Downregulated	146	108	-0.4314880200594379	Downregulated
LOC107987205	5	34	2.5443205162238103	Upregulated	16	14	-0.18057224564182092	Downregulated
POTEG	0	0	0	Neutral	0	1	1	Upregulated
GORAB	190	219	0.20393088548891106	Upregulated	323	282	-0.1951917600527424	Downregulated
USP10P1	0	0	0	Neutral	1	0	-1	Downregulated
PRRX1	1	1	0	Neutral	0	0	0	Neutral
MROH9	0	0	0	Neutral	0	3	2	Upregulated
TTC5	330	226	-0.5441389195163028	Downregulated	760	474	-0.6799689402852352	Downregulated
CCNB1IP1	2319	1711	-0.43844210361378744	Downregulated	3348	2926	-0.1943076302979652	Downregulated
PARP2	712	587	-0.2780859216075237	Downregulated	1982	1612	-0.29793823907320527	Downregulated
RPPH1	86	317	1.8699394594356271	Upregulated	249	129	-0.9434164716336325	Downregulated
TEP1	610	498	-0.29213256448146896	Downregulated	566	415	-0.44676520680113674	Downregulated
KLHL33	3	15	2	Upregulated	8	8	0	Neutral
OSGEP	107	101	-0.08246216019197299	Downregulated	212	136	-0.6366775372653116	Downregulated
APEX1	3197	2621	-0.2865022532585774	Downregulated	3606	2411	-0.5805695158874855	Downregulated
TMEM55B	414	195	-1.082257682119079	Downregulated	623	458	-0.44305187544844027	Downregulated
PNP	1229	1132	-0.11851045440608658	Downregulated	3520	2459	-0.5173269116365289	Downregulated
SETP1	0	0	0	Neutral	0	1	1	Upregulated
LOC107984705	4	6	0.48542682717024166	Upregulated	0	1	1	Upregulated
LOC105371611	1	2	0.5849625007211562	Upregulated	1	1	0	Neutral
ANG	72	101	0.4826007830914784	Upregulated	72	53	-0.43493705671654875	Downregulated
RNASE4	112	179	0.671674133914487	Upregulated	123	70	-0.804449190882193	Downregulated
LOC107984671	0	1	1	Upregulated	1	1	0	Neutral
EDDM3A	0	0	0	Neutral	1	0	-1	Downregulated
LOC105370397	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
KIAA2013	943	423	-1.154722594798642	Downregulated	1135	878	-0.37002776436127793	Downregulated
FMO6P	0	3	2	Upregulated	0	0	0	Neutral
RNASE1	3	30	2.9541963103868754	Upregulated	26	17	-0.5849625007211563	Downregulated
LOC100507513	0	1	1	Upregulated	0	0	0	Neutral
METTL17	535	429	-0.3178963408683121	Downregulated	1122	946	-0.2459215969322162	Downregulated
LOC101929718	7	22	1.5235619560570128	Upregulated	14	16	0.18057224564182084	Upregulated
SLC39A2	0	0	0	Neutral	0	5	2.584962500721156	Upregulated
FMO2	1	2	0.5849625007211562	Upregulated	0	0	0	Neutral
NDRG2	179	136	-0.39382101336914804	Downregulated	152	123	-0.30319153230577656	Downregulated
RNASE7	0	1	1	Upregulated	1	2	0.5849625007211562	Upregulated
LOC105370398	0	1	1	Upregulated	0	0	0	Neutral
ARHGEF40	109	104	-0.06711419585853691	Downregulated	127	124	-0.034215715337912955	Downregulated
ZNF219	138	60	-1.1882037351606212	Downregulated	210	226	0.10544929858372971	Upregulated
TMEM253	10	14	0.44745897697122117	Upregulated	16	16	0	Neutral
FMO1	0	1	1	Upregulated	0	0	0	Neutral
LINC00641	371	1407	1.9202728075292659	Upregulated	706	431	-0.7106789026459303	Downregulated
HNRNPC	14402	13181	-0.12780006623531792	Downregulated	22347	14254	-0.6486776861287137	Downregulated
RPGRIP1	2	5	1	Upregulated	1	1	0	Neutral
HMGB1P11	1	1	0	Neutral	0	0	0	Neutral
SUPT16H	5913	5085	-0.2176027814302179	Downregulated	10374	7550	-0.4583717141268762	Downregulated
LOC107984643	0	1	1	Upregulated	0	0	0	Neutral
CHD8	1127	711	-0.6638179214323957	Downregulated	1663	1323	-0.32975231133387456	Downregulated
SNORD8	0	0	0	Neutral	1	0	-1	Downregulated
RN7SL650P	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
RAB2B	427	606	0.5040857198545351	Upregulated	508	303	-0.7435943326321097	Downregulated
TOX4	1030	445	-1.2089287174478036	Downregulated	2008	1476	-0.44380773796850276	Downregulated
FMO4	43	49	0.18442457113742758	Upregulated	37	37	0	Neutral
METTL3	505	630	0.3185026202882388	Upregulated	746	461	-0.6932153913731796	Downregulated
SALL2	0	1	1	Upregulated	0	0	0	Neutral
TRA	3	8	1.1699250014423124	Upregulated	10	9	-0.13750352374993496	Downregulated
TOP1P1	7	13	0.8073549220576041	Upregulated	0	1	1	Upregulated
ARL6IP1P1	0	1	1	Upregulated	0	0	0	Neutral
PRRC2C	7366	2649	-1.4750848829487828	Downregulated	8218	5972	-0.4605071511051018	Downregulated
PLOD1	3627	792	-2.193781684824544	Downregulated	2462	1611	-0.6115648839709936	Downregulated
RN7SL425P	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
LOC105370402	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
LOC105371612	0	0	0	Neutral	0	1	1	Upregulated
TRDC	2	0	-1.5849625007211563	Downregulated	0	0	0	Neutral
RPL4P3	1	0	-1	Downregulated	1	0	-1	Downregulated
VAMP4	149	275	0.8797057662822882	Upregulated	206	140	-0.5539356051005316	Downregulated
LOC105370399	1	1	0	Neutral	0	0	0	Neutral
DAD1	1738	2347	0.43317447580346496	Upregulated	3136	2353	-0.4142712088051587	Downregulated
LOC391136	0	0	0	Neutral	0	1	1	Upregulated
ABHD4	354	46	-2.9170863627144072	Downregulated	538	366	-0.5545052099092928	Downregulated
LOC107984651	0	0	0	Neutral	2	0	-1.5849625007211563	Downregulated
RPL26P2	0	0	0	Neutral	0	1	1	Upregulated
LOC105370404	1	1	0	Neutral	3	1	-1	Downregulated
LOC100421646	1	0	-1	Downregulated	0	1	1	Upregulated
OXA1L	1964	1439	-0.44846050081629407	Downregulated	3202	2043	-0.6480286018370622	Downregulated
SLC7A7	5	8	0.5849625007211562	Upregulated	0	5	2.584962500721156	Upregulated
MRPL52	688	638	-0.108688051757297	Downregulated	1602	1045	-0.6158915739076067	Downregulated
MFN2	3115	804	-1.9526345450596898	Downregulated	6326	4141	-0.6111940422943357	Downregulated
LOC105371614	0	0	0	Neutral	1	0	-1	Downregulated
MMP14	265	250	-0.08373888155041756	Downregulated	393	288	-0.44712613695569736	Downregulated
LRP10	1223	373	-1.710493382805015	Downregulated	841	490	-0.7780972087517029	Downregulated
REM2	8	22	1.3536369546147005	Upregulated	8	6	-0.36257007938470825	Downregulated
RBM23	680	437	-0.6367239284108978	Downregulated	904	694	-0.38090481435969786	Downregulated
PRMT5-AS1	0	1	1	Upregulated	2	1	-0.5849625007211563	Downregulated
PRMT5	4162	1132	-1.8774756973197027	Downregulated	13968	9151	-0.6100697888814407	Downregulated
LOC101926933	0	3	2	Upregulated	6	2	-1.222392421336448	Downregulated
HAUS4	397	469	0.23989232602135074	Upregulated	285	217	-0.39168701200146316	Downregulated
METTL13	743	302	-1.2959848276350803	Downregulated	1427	1034	-0.4643652116424122	Downregulated
AJUBA	853	503	-0.760812336120574	Downregulated	1014	672	-0.5928013174622216	Downregulated
LOC107984660	5	16	1.5025003405291832	Upregulated	15	8	-0.8300749985576876	Downregulated
C14orf93	189	249	0.3959286763311393	Upregulated	153	77	-0.9813843218326532	Downregulated
PSMB5	2028	1998	-0.02149039301203132	Downregulated	3161	2280	-0.4711709210462333	Downregulated
CDH24	165	311	0.9103627875153236	Upregulated	286	219	-0.38354721315102813	Downregulated
LOC105370705	1	3	1	Upregulated	1	1	0	Neutral
ACIN1	3480	2201	-0.6606873451593135	Downregulated	10065	6009	-0.7440536068983542	Downregulated
LOC107984665	1	0	-1	Downregulated	0	0	0	Neutral
C14orf119	855	1030	0.26836163096696153	Upregulated	1645	1168	-0.49368940588996924	Downregulated
RPS15P3	2	17	2.584962500721156	Upregulated	4	2	-0.7369655941662062	Downregulated
LOC100128908	1	3	1	Upregulated	0	1	1	Upregulated
CEBPE	0	1	1	Upregulated	0	0	0	Neutral
SLC7A8	213	43	-2.2820353677638496	Downregulated	121	144	0.2491717524520483	Upregulated
RNF212B	2	10	1.874469117916141	Upregulated	0	2	1.584962500721156	Upregulated
HMGN2P1	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
HOMEZ	261	162	-0.6846948473063728	Downregulated	97	65	-0.5703157247567548	Downregulated
H3F3AP2	0	1	1	Upregulated	0	0	0	Neutral
PPP1R3E	16	51	1.6129768768907526	Upregulated	26	28	0.10309349296410372	Upregulated
BCL2L2-PABPN1	1036	792	-0.38702312310924736	Downregulated	2534	1698	-0.5772998947064824	Downregulated
BCL2L2	590	407	-0.5345889782060369	Downregulated	760	477	-0.6708858355227969	Downregulated
PABPN1	1058	929	-0.1873999679969428	Downregulated	2648	1773	-0.5784418340685582	Downregulated
SLC22A17	13	38	1.478047296804644	Upregulated	24	54	1.1375035237499351	Upregulated
IL25	0	0	0	Neutral	1	0	-1	Downregulated
DNM3	69	51	-0.42884329880387423	Downregulated	63	48	-0.38529015588479176	Downregulated
NGDN	793	739	-0.10161373662664569	Downregulated	1997	1534	-0.3803179275348767	Downregulated
THTPA	49	40	-0.2863041851566411	Downregulated	74	69	-0.0995356735509144	Downregulated
ZFHX2	66	130	0.9673338110796779	Upregulated	77	54	-0.5040425053375887	Downregulated
AP1G2	510	697	0.4499037452720309	Upregulated	975	710	-0.4570315879434709	Downregulated
LOC102724814	10	66	2.606657571820475	Upregulated	37	19	-0.9259994185562233	Downregulated
JPH4	0	3	2	Upregulated	0	0	0	Neutral
DHRS2	935	145	-2.680540160703387	Downregulated	1268	1702	0.42438636583743655	Upregulated
LOC105370408	1	1	0	Neutral	0	0	0	Neutral
DNM3OS	1	6	1.8073549220576042	Upregulated	1	1	0	Neutral
DHRS4-AS1	270	254	-0.087795604495013585	Downregulated	229	222	-0.04459015102407056	Downregulated
DHRS4	231	97	-1.243271151012364	Downregulated	252	183	-0.4594316186372972	Downregulated
DHRS4L2	158	103	-0.6124432371432633	Downregulated	197	169	-0.2199656839419079	Downregulated
DHRS4L1	3	6	0.8073549220576041	Upregulated	1	5	1.584962500721156	Upregulated
CARMIL3	15	22	0.5235619560570128	Upregulated	15	18	0.2479275134435855	Upregulated
LOC105370412	0	1	1	Upregulated	0	0	0	Neutral
CPNE6	0	1	1	Upregulated	0	0	0	Neutral
NRL	11	53	2.169925001442312	Upregulated	16	8	-0.9175378398080271	Downregulated
PCK2	2055	327	-2.6480725445757947	Downregulated	238	189	-0.3310111996498008	Downregulated
DCAF11	1045	524	-0.9944935236934564	Downregulated	757	506	-0.5802121011677511	Downregulated
FITM1	0	3	2	Upregulated	1	2	0.5849625007211562	Upregulated
PSME1	1558	1522	-0.03370498621049248	Downregulated	881	566	-0.6374299206152917	Downregulated
EMC9	325	190	-0.771299326195329	Downregulated	506	512	0.016973078603713623	Upregulated
PSME2	955	1164	0.2852474315608939	Upregulated	1085	905	-0.2614411477581265	Downregulated
RNF31	747	324	-1.2025985519718199	Downregulated	680	504	-0.4313714103729141	Downregulated
IRF9	165	183	0.14852252471008814	Upregulated	163	71	-1.1876270031757714	Downregulated
REC8	7	104	3.7142455176661224	Upregulated	27	23	-0.22239242133644802	Downregulated
IPO4	1221	245	-2.3125140644794895	Downregulated	1972	1470	-0.42359370946872854	Downregulated
TM9SF1	426	230	-0.8863432182044327	Downregulated	644	446	-0.5290243291272987	Downregulated
TSSK4	2	43	3.8744691179161412	Upregulated	12	3	-1.7004397181410922	Downregulated
CHMP4A	489	447	-0.1292830169449665	Downregulated	860	555	-0.6309283546733365	Downregulated
NEDD8-MDP1	18	46	1.306661338234052	Upregulated	55	60	0.12338241550528205	Upregulated
MDP1	89	124	0.47393118833241227	Upregulated	168	140	-0.2613280838833907	Downregulated
NEDD8	1374	2289	0.7359159796849221	Upregulated	2619	1735	-0.5937998639803332	Downregulated
GMPR2	865	661	-0.3875358079195072	Downregulated	1218	819	-0.5720023111147661	Downregulated
TINF2	392	270	-0.5362364609047349	Downregulated	387	249	-0.6341285575250405	Downregulated
TGM1	11	41	1.8073549220576042	Upregulated	33	36	0.12199052437861026	Upregulated
RABGGTA	478	146	-1.704209500899816	Downregulated	428	344	-0.31438128583401426	Downregulated
LOC102725044	14	32	1.1375035237499351	Upregulated	30	16	-0.8667334691365359	Downregulated
DHRS1	200	92	-1.1118928800708971	Downregulated	100	60	-0.7274741451889085	Downregulated
NOP9	582	547	-0.0893199902399698	Downregulated	753	479	-0.6515301176601458	Downregulated
CIDEB	119	222	0.8940093043117863	Upregulated	144	79	-0.8579809951275721	Downregulated
LTB4R2	30	96	1.6457165318002525	Upregulated	41	63	0.6076825772212396	Upregulated
LTB4R	116	329	1.4959574946624115	Upregulated	211	123	-0.7737241441763241	Downregulated
ADCY4	1	3	1	Upregulated	0	0	0	Neutral
MIIP	581	277	-1.0659342701847763	Downregulated	553	392	-0.4953566637905819	Downregulated
NFATC4	37	75	1	Upregulated	17	18	0.07800251200127316	Upregulated
NYNRIN	7	3	-1	Downregulated	6	8	0.36257007938470837	Upregulated
KHNYN	1182	707	-0.7406288082567909	Downregulated	1058	719	-0.5566337776626618	Downregulated
CBLN3	17	7	-1.1699250014423124	Downregulated	12	11	-0.1154772174199359	Downregulated
SDR39U1	531	318	-0.7378698217363202	Downregulated	755	557	-0.438121112391885	Downregulated
LOC101927045	69	111	0.6780719051126377	Upregulated	103	89	-0.2085866218114174	Downregulated
LOC102724528	9	8	-0.15200309344504995	Downregulated	16	4	-1.765534746362977	Downregulated
LOC105370413	1	0	-1	Downregulated	1	0	-1	Downregulated
STXBP6	491	600	0.28870667537194544	Upregulated	766	554	-0.4667388062654652	Downregulated
HMGN2P6	3	3	0	Neutral	7	6	-0.19264507794239588	Downregulated
C1orf105	0	1	1	Upregulated	0	0	0	Neutral
PIGC	149	134	-0.15200309344504995	Downregulated	248	216	-0.1984506996236017	Downregulated
LOC728755	1	0	-1	Downregulated	1	1	0	Neutral
BNIP3P1	0	3	2	Upregulated	2	3	0.41503749927884376	Upregulated
LOC107984684	0	0	0	Neutral	1	1	0	Neutral
LOC105370422	0	0	0	Neutral	3	0	-2	Downregulated
SUCO	809	1067	0.39891783391556673	Upregulated	963	604	-0.6720980040680048	Downregulated
LINC01551	0	5	2.584962500721156	Upregulated	0	0	0	Neutral
PRKD1	0	1	1	Upregulated	13	7	-0.8073549220576042	Downregulated
LOC105370430	0	0	0	Neutral	0	1	1	Upregulated
FASLG	0	1	1	Upregulated	0	0	0	Neutral
LOC105370431	1	0	-1	Downregulated	0	0	0	Neutral
G2E3	466	804	0.7855662332923173	Upregulated	876	683	-0.35858051755883513	Downregulated
SCFD1	1111	1131	0.025717170108375046	Upregulated	1956	1346	-0.5388939051645008	Downregulated
UBE2CP1	1	8	2.169925001442312	Upregulated	4	0	-2.321928094887362	Downregulated
COCH	39	84	1.0874628412503393	Upregulated	41	31	-0.39231742277876036	Downregulated
LOC100506071	16	32	0.9569312781081141	Upregulated	25	6	-1.8930847960834882	Downregulated
SLC25A38P1	0	1	1	Upregulated	0	0	0	Neutral
STRN3	1286	892	-0.5272799730994789	Downregulated	1805	1170	-0.6250568169796431	Downregulated
HIGD1AP17	0	1	1	Upregulated	0	0	0	Neutral
LOC100913082	0	33	5.087462841250339	Upregulated	7	1	-2	Downregulated
AP4S1	69	60	-0.19854567938208015	Downregulated	245	187	-0.3879256536616024	Downregulated
HECTD1	3303	2309	-0.5163208351160254	Downregulated	5346	3340	-0.6784496940636479	Downregulated
RPL21P5	0	2	1.584962500721156	Upregulated	1	0	-1	Downregulated
LOC105370436	0	1	1	Upregulated	0	0	0	Neutral
NARSP1	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
LOC107985225	17	56	1.6629650127224291	Upregulated	4	6	0.48542682717024166	Upregulated
HEATR5A	598	557	-0.10229088095959801	Downregulated	572	320	-0.8359618416346017	Downregulated
ATP5G1P2	0	1	1	Upregulated	0	0	0	Neutral
LOC101927124	0	8	3.169925001442312	Upregulated	0	0	0	Neutral
DTD2	282	345	0.2899699848048423	Upregulated	450	336	-0.42037884207352255	Downregulated
LOC105370438	0	0	0	Neutral	2	0	-1.5849625007211563	Downregulated
NUBPL	146	214	0.548520504753096	Upregulated	249	152	-0.7083964419694353	Downregulated
LOC105371618	9	174	4.129283016944966	Upregulated	15	3	-2	Downregulated
LOC105370439	7	23	1.584962500721156	Upregulated	7	7	0	Neutral
ARHGAP5-AS1	9	16	0.765534746362977	Upregulated	11	5	-1	Downregulated
ARHGAP5	1205	1487	0.3031446192079465	Upregulated	2401	1846	-0.37905228472319585	Downregulated
LOC100533787	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
AKAP6	60	73	0.27871602806606355	Upregulated	56	39	-0.5109619192773794	Downregulated
TNFSF18	46	129	1.4677789613508172	Upregulated	9	3	-1.3219280948873622	Downregulated
NPAS3	0	3	2	Upregulated	0	0	0	Neutral
EGLN3	133	76	-0.7993026497628711	Downregulated	103	39	-1.3785116232537298	Downregulated
LOC107987210	0	0	0	Neutral	1	0	-1	Downregulated
EGLN3-AS1	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
GOT2P2	0	11	3.584962500721156	Upregulated	0	0	0	Neutral
SPTSSA	496	867	0.804449190882193	Upregulated	846	543	-0.6387553180818593	Downregulated
EAPP	663	552	-0.2639037611122177	Downregulated	859	688	-0.31983267688516903	Downregulated
LOC105370447	3	2	-0.4150374992788438	Downregulated	2	2	0	Neutral
LOC105370449	1	2	0.5849625007211562	Upregulated	0	0	0	Neutral
SNX6	2115	2060	-0.0379951225747694	Downregulated	3338	2321	-0.5240481211975492	Downregulated
TNFSF4	906	2613	1.5270846852669107	Upregulated	604	345	-0.8061631045252321	Downregulated
RPS19P3	0	8	3.169925001442312	Upregulated	0	1	1	Upregulated
LOC107984628	1	1	0	Neutral	0	0	0	Neutral
RPL23AP8	0	1	1	Upregulated	0	0	0	Neutral
CFL2	661	849	0.3606316242178465	Upregulated	1460	853	-0.7746482031830081	Downregulated
RPL12P6	1	2	0.5849625007211562	Upregulated	0	0	0	Neutral
BAZ1A	1742	1942	0.15671333145965954	Upregulated	3826	2944	-0.3779462669506726	Downregulated
SRP54-AS1	13	33	1.2801079191927351	Upregulated	11	14	0.32192809488736235	Upregulated
IGBP1P1	0	1	1	Upregulated	0	0	0	Neutral
LOC100506023	13	24	0.8365012677171206	Upregulated	4	6	0.48542682717024166	Upregulated
SRP54	1434	1574	0.13430109171159113	Upregulated	1534	1066	-0.5246784794331169	Downregulated
FAM177A1	616	876	0.5073063532953153	Upregulated	676	360	-0.9071569966878258	Downregulated
LOC101927178	1	1	0	Neutral	4	6	0.48542682717024166	Upregulated
PPP2R3C	247	327	0.40335569423120843	Upregulated	458	334	-0.4543330580686731	Downregulated
KIAA0391	603	829	0.4585627869092082	Upregulated	1178	723	-0.7035021158965572	Downregulated
DPRXP3	1	7	2	Upregulated	1	0	-1	Downregulated
RPL7AP3	0	1	1	Upregulated	0	0	0	Neutral
