Gene Symbol	OVCAR3_MOCK
WFDC1	2
ATP2C2	540
LOC105371374	30
TLDC1	853
COTL1	7137
LOC105371376	0
KLHL36	1090
TRK-TTT8-1	0
USP10	2626
LOC105371378	4
CRISPLD2	152
LOC101928474	0
LOC123862	0
LOC105371379	0
ZDHHC7	1215
KIAA0513	353
LOC105371380	2
FAM92B	12
CDK18	445
LOC105371381	0
LINC02139	0
LOC105371382	0
GSE1	2906
COX6CP16	0
LINC00311	1
LOC107984830	10
LOC101928502	1
RN7SL381P	0
LOC105371700	0
GINS2	297
C16orf74	203
EMC8	1182
RNU1-103P	0
LOC101928557	1
COX4I1	7095
LOC100422319	0
RPL10AP12	0
IRF8	0
LOC284578	2
LOC107984811	0
LOC105371388	1
LOC105371389	0
LOC105376778	1
LINC01082	0
LOC101928582	0
LINC01081	0
LINC02135	0
LINC00917	0
RNU2-19P	0
LOC401864	0
FENDRR	1
FOXF1	59
RPL7AP63	2
MTHFSD	330
FLJ30679	1
FOXC2-AS1	0
FOXC2	3
FOXL1	74
LOC101928614	0
MFSD4A	38
LOC102724344	0
LOC105371392	0
LOC107984819	0
LOC105371393	5
LOC440390	0
LOC105371394	0
LOC101928708	0
RPL39P30	0
LOC101928682	0
C16orf95	134
RNU6-418P	0
LOC101928659	21
FBXO31	1050
TRM-CAT6-1	0
MAP1LC3B	5248
ZCCHC14	855
NR3C1P1	0
LOC101928737	1
JPH3	3
KLHDC4	625
LOC105371397	33
ELK4	1159
LOC105371399	1
LOC102724467	2
SLC7A5	21013
LOC107987237	5
LOC105371400	0
CA5A	1
LOC107984816	0
BANP	387
LOC105369246	0
LOC100420878	1
LOC400553	0
LOC105371401	0
LOC101928880	1
LOC107984862	2
ZNF469	160
ZFPM1	343
LOC107984890	0
LOC100128882	2
LOC107984905	0
PRAMEF14	0
SLC45A3	323
ZC3H18-AS1	2
ZC3H18	1191
IL17C	0
CYBA	3090
MVD	916
SNAI3-AS1	11
SNAI3	60
RNF166	486
CTU2	1003
PIEZO1	2065
LOC105371701	1
LOC100289580	8
LOC339059	1
LOC107984842	0
CDT1	1649
APRT	2840
GALNS	342
LOC107987238	0
LOC107983950	4
TRAPPC2L	802
NUCKS1	7446
PABPN1L	0
CBFA2T3	313
LOC101927793	1
LOC102724632	0
LOC105371409	1
LOC107984871	8
LOC100129697	0
LOC105371411	0
LOC105371412	0
ACSF3	619
RAB29	457
LINC00304	0
LINC02138	0
CDH15	92
SLC22A31	345
ZNF778	375
LOC105371413	0
ANKRD11	5179
LOC105371414	10
LOC100287036	1
LOC101927817	3
LOC105371702	0
RNU6-430P	0
LOC100130664	0
LOC101930112	2
LOC101927863	4
SPG7	844
RPL13	41622
SNORD68	0
CPNE7	676
DPEP1	10
LOC107984882	0
SLC41A1	943
CHMP1A	2281
SPATA33	92
LOC105371416	4
CDK10	754
SPATA2L	675
VPS9D1	158
VPS9D1-AS1	296
ZNF276	258
FANCA	499
SPIRE2	349
PM20D1	0
LOC107984817	4
LOC107984818	3
LOC105371419	7
TCF25	2971
MC1R	56
TUBB3	1847
DEF8	1088
CENPBD1	76
AFG3L1P	203
DBNDD1	859
LOC107985250	1
GAS8	333
GAS8-AS1	2
URAHP	47
PRDM7	1
TUBB8P7	0
LOC105376786	0
FAM157C	0
LOC101930131	1
LOC105376781	54
RNU6-355P	0
LOC284581	31
LOC101927999	6
CICP25	0
SEPT14P16	0
LOC105371423	37
LOC107987240	4
LOC107987239	6
LOC102723655	0
LOC102723689	0
LOC102723930	0
LOC105379545	0
SLC26A9	0
LOC102723945	0
LOC107987382	0
LOC105379535	0
LOC105379533	0
LOC102723713	0
LOC105379537	0
LOC102723964	0
LOC102723753	0
LOC107987383	0
LOC107987384	0
LOC107984841	2
PRAMEF19	0
LOC103021296	0
SLC6A10PB	0
LOC105379539	0
LOC107987387	0
LOC102723999	23
LOC105379540	0
LOC102723815	0
LOC102724014	0
LOC102723841	0
LOC647211	0
LOC102724031	12
LOC103021295	0
LOC105379544	0
LOC102723869	0
LOC102724052	0
LOC105379547	0
LOC102724066	0
LOC107987385	0
LOC107987386	0
LOC102723890	0
LOC101929817	0
LOC102723777	0
RAB7B	3
LOC105377826	0
GTF2IP17	0
LOC101929823	0
LOC101929828	0
SCGB1C2	0
DOC2B	26
LINC02091	0
RPH3AL	51
LOC100506388	0
LOC105371425	0
CTSE	0
LOC105371430	0
C17orf97	0
RFLNB	0
VPS53	1
RPS4XP17	0
FAM57A	237
GEMIN4	870
DBIL5P	1
GLOD4	1149
MRM3	508
C1orf186	0
NXN	2640
LOC101927727	4
LOC100130876	1
TIMM22	0
ABR	11
LOC105371481	0
LOC105379599	0
LOC105371480	0
MRPL14P1	0
LOC100505650	1
LOC105371479	0
LOC107984980	0
BHLHA9	0
TUSC5	0
YWHAE	10
CRK	142
MYO1C	4980
LOC105371483	0
INPP5K	421
PITPNA-AS1	101
LOC105372857	0
PITPNA	1826
SLC43A2	10
RN7SL105P	0
SCARF1	0
RILP	5
PRPF8	0
TLCD2	0
MIR22HG	0
WDR81	14
AVPR1B	0
SERPINF2	0
SERPINF1	22
SMYD4	171
RPA1	2735
LOC642502	2
RTN4RL1	124
LOC105371486	0
LOC105371485	2
DPH1	644
OVCA2	336
LOC105372869	0
HIC1	2
SMG6	607
LOC107984988	1
CCDC90AP1	0
LOC107984987	0
LOC101927839	0
SRR	100
HNRNPA1P16	7
LOC105372873	0
TSR1	3021
SNORD91B	0
SNORD91A	0
SGSM2	516
LOC101927864	1
MNT	674
LOC284009	0
METTL16	1101
RN7SL33P	0
EIF4A1P9	0
PRAMEF17	0
RPL22P4	0
PAFAH1B1	2346
SAMD11P1	0
RN7SL608P	1
LOC105371490	0
CLUH	2401
LOC105371591	5
LOC105371592	0
CCDC92B	0
FAM72A	48
RAP1GAP2	1993
LOC101927911	3
OR1D5	0
OR1D2	0
OR1E3	0
OR1G1	0
OR1P1	0
OR1A2	0
OR1A1	0
OR1D4	0
SRGAP2	580
OR1D3P	0
OR3A2	0
OR3A1	0
OR3A4P	0
OR3A5P	0
OR1AC1P	0
OR1R1P	0
OR1E1	0
OR3A3	0
OR1E2	0
IKBKE	79
SPATA22	0
ASPA	0
TRPV3	51
TRPV1	31
SHPK	192
LOC100422717	1
CTNS	76
LOC105371493	2
LOC105371492	2
P2RX5-TAX1BP3	14
TAX1BP3	646
RPL21P125	0
EMC6	599
P2RX5	164
ITGAE	138
GSG2	176
NCBP3	821
CAMKK1	178
P2RX1	0
ATP2A3	491
RASSF5	165
LOC105371496	0
ZZEF1	581
RNA5SP434	0
CYB5D2	185
ANKFY1	780
LOC100420060	0
RYKP1	1
UBE2G1	1375
MFSD1P1	1
SPNS3	12
RPL7AP20	0
LOC107985053	0
SPNS2	278
MYBBP1A	1863
GGT6	0
TXNP4	3
SMTNL2	70
LINC01996	0
LOC105371498	0
RNU6-955P	0
ALOX15	17
EIF2D	979
LOC105371499	0
PELP1	1942
LOC101559451	12
RPS12P29	1
ARRB2	815
MED11	80
CXCL16	675
ZMYND15	22
TM4SF5	0
VMO1	3
LOC105372876	0
GLTPD2	3
PSMB6	1591
LOC107984973	2
PLD2	670
MINK1	2211
ATP6V0CP1	0
RN7SL784P	0
CHRNE	32
C17orf107	9
GP1BA	26
DYRK3	354
SLC25A11	783
RNF167	1481
PFN1	14280
ENO3	90
SPAG7	789
CAMTA2	585
LOC101927979	22
INCA1	8
PRAMEF20	0
LOC105372875	0
KIF1C	2566
LOC102724009	0
LOC105371502	0
LOC105371501	0
SLC52A1	0
LOC100421332	0
ZFP3	4
ZNF232	93
LOC101928000	78
USP6	1
MAPKAPK2	1205
ZNF594	58
LOC100130950	12
SCIMP	3
RABEP1	1882
LOC105371505	0
NUP88	1472
RPAIN	789
C1QBP	4949
DHX33	1217
LOC105371506	0
RPS14P1	7
DERL2	394
MIS12	434
LOC728392	34
NLRP1	257
LOC101928044	0
RNU7-31P	0
LOC105371507	1
LOC100128284	0
LOC339166	0
WSCD1	0
LOC105372877	2
LOC105371508	0
RNU6-1264P	0
BTF3P14	0
LOC105371509	0
AIPL1	2
LOC107985017	0
FAM64A	297
PITPNM3	207
KIAA0753	327
RNA5SP435	0
IL10	0
TXNDC17	584
MED31	234
C17orf100	16
ALOX15P1	1
SLC13A5	0
RPL23AP73	0
XAF1	1
FBXO39	0
IL19	1
TEKT1	1
ALOX12P2	42
LOC100128007	1
ALOX12-AS1	4
ALOX12	21
RNASEK-C17orf49	11
RNASEK	1008
C17orf49	537
MIR497HG	1
LOC105372878	0
BCL6B	2
SLC16A13	27
SLC16A11	1
CLEC10A	0
ASGR2	0
LOC105371512	0
RPL7AP64	0
ASGR1	12
DLG4	243
IL20	1
ACADVL	4139
DVL2	724
PHF23	880
GABARAP	2088
CTDNEP1	1529
ELP5	697
CLDN7	5873
SLC2A4	15
YBX2	29
LOC105372879	0
EIF5A	12309
GPS2	683
NEURL4	608
ACAP1	19
KCTD11	141
TMEM95	0
TNK1	7
TMEM256-PLSCR3	0
PLSCR3	0
TMEM256	0
IL24	0
NLGN2	0
SPEM1	0
C17orf74	0
LOC107983988	0
TMEM102	0
FGF11	0
CHRNB1	0
ZBTB4	0
SLC35G6	0
POLR2A	0
LRRC38	0
FCMR	2
TNFSF12-TNFSF13	13
TNFSF12	119
TNFSF13	3
SENP3-EIF4A1	50
SENP3	1091
EIF4A1	20845
SNORA48	0
SNORD10	0
SNORA67	1
CD68	250
RPL13AP8	0
LOC100996842	35
MPDU1	462
SOX15	2
FXR2	1466
SHBG	2
SAT2	425
ATP1B2	0
TP53	1346
WRAP53	493
EFNB3	0
PIGR	1
DNAH2	158
RPL29P2	0
LOC105371516	0
KDM6B	1302
LOC107987244	9
TMEM88	8
NAA38	623
CYB5D1	621
CHD3	1598
SCARNA21	0
FCAMR	0
LOC284023	7
KCNAB3	6
TRAPPC1	843
CNTROB	556
LOC105371517	1
GUCY2D	16
ALOX15B	1
ALOXE3P1	0
ALOX12B	16
LOC107985075	58
TRP-TGG5-1	0
ALOXE3	201
TRK-TTT3-5	0
TRQ-CTG1-5	0
TRL-TAG1-1	0
HES7	1
TRR-TCT2-1	0
TRG-GCC2-6	0
LOC105376799	0
TRS-CGA1-1	0
C1orf116	616
TRT-AGT5-1	0
PER1	4953
VAMP2	422
TMEM107	98
SNORD118	0
LOC105371520	0
TRW-CCA3-3	0
TRS-GCT4-3	0
LOC107984109	0
TRT-AGT1-1	0
TRI-AAT5-5	0
BORCS6	178
AURKB	853
LINC00324	3
TRW-CCA1-1	0
TRG-TCC3-1	0
TRD-GTC2-11	0
TRP-CGG1-3	0
CTC1	831
YOD1	613
TRT-AGT1-2	0
TRS-AGA2-6	0
TRI-AAT4-1	0
PFAS	774
SLC25A35	19
RANGRF	350
ARHGEF15	5
ODF4	0
LOC100128288	7
KRBA2	29
PFKFB2	431
RPL26	22300
RNF222	0
NDEL1	585
MYH10	2190
LOC107987245	21
LOC102724262	0
RNU7-43P	0
RPS26P53	0
LOC105371525	0
LOC105371526	0
C4BPB	0
CCDC42	1
LOC105371529	0
SPDYE4	0
LOC105371530	0
MFSD6L	0
PIK3R6	0
LOC107985071	0
LOC107985063	0
PIK3R5	43
CTB-41I6.1	0
LOC102724856	0
C4BPA	0
NTN1	187
LOC101928266	0
LOC105371533	2
LOC105371532	3
LOC105371531	2
STX8	605
CFAP52	2
RPL19P18	0
USP43	249
LOC107985011	0
LOC107985251	5
DHRS7C	0
GSG1L2	0
GLP2R	1
NPM1P45	0
RCVRN	2
GAS7	313
RPS27AP1	0
MYH13	0
LOC107985004	0
MYHAS	0
C4BPAP1	33
MYH8	0
MYH4	0
MYH1	0
MYH2	0
MYH3	119
SCO1	917
ADPRM	233
TMEM220	43
MAGOH2P	4
TMEM220-AS1	0
C4BPAP3	0
LINC00675	0
PIRT	0
RNU6-1065P	0
RPL15P21	0
LOC105371536	0
RN7SL601P	0
SHISA6	0
DNAH9	2
LOC101928350	0
ZNF18	191
C4BPAP2	2
LOC105371539	0
RPL21P122	0
MAP2K4	886
RNU11-2P	0
LOC103156999	0
LINC00670	0
LOC105371540	0
MYOCD	0
LOC101928418	0
CD55	1879
LOC100128006	0
ARHGAP44	303
ELAC2	1715
LOC105371541	0
LOC105371543	0
HS3ST3A1	1
LOC105371544	0
LOC107985014	2
LOC105372881	4
LOC100506974	0
CDRT15P1	1
COX10-AS1	55
COX10	661
CDRT15	0
HS3ST3B1	41
MGC12916	5
LOC107985080	0
LOC107984996	0
RPS18P12	3
LOC105372880	0
LOC105371545	0
LOC107984977	0
RPL23AP76	0
CDRT7	0
LOC101928475	0
CDRT8	0
LOC107984976	1
LOC105371547	0
PMP22	573
CR2	121
TEKT3	3
RNU6-799P	0
RN7SL792P	0
TVP23C-CDRT4	100
CDRT4	65
RPL9P2	0
TVP23C	64
LOC649873	6
CDRT1	9
TRIM16	844
CR1	1
ZNF29P	0
ZNF286A	527
UBE2SP1	22
TBC1D26	4
LOC105371560	0
LOC105371559	0
CDRT15P2	0
ZSWIM5P1	0
RNA5SP436	0
IL6STP1	0
LOC107984918	0
CD46P1	24
MEIS3P1	1
LINC02087	0
LOC100418862	0
LOC105371557	0
ADORA2B	612
ZSWIM7	293
TTC19	1906
NCOR1	1111
RPLP1P11	0
RPL22P21	0
CR1L	0
RNU6-314P	0
RNU6-862P	0
RN7SL442P	0
PIGL	190
CENPV	413
UBB	14445
FTLP12	0
TRPV2	76
LRRC75A-AS1	20018
CDCA4P3	0
SNORD49B	0
SNORD49A	0
SNORD65	0
LRRC75A	59
LOC105371554	2
ZNF287	1
LOC644422	0
ZNF624	95
NEK4P2	0
CCDC144A	1
LOC100422434	0
RNASEH1P2	0
RNU6-405P	0
RN7SL620P	0
UPF3AP1	1
USP32P1	8
SRP68P1	0
FAM106CP	0
NOS2P4	0
LOC105371553	0
KRT16P6	0
CD46	1318
LOC105371552	0
KRT16P2	1
LOC105371551	0
KRT17P1	0
KRT17P4	0
COTL1P1	0
LOC101929105	0
TBC1D27	0
LOC105369210	0
TNFRSF13B	0
CDCA4P4	1
LOC284191	0
LOC105371562	0
MPRIP	6124
RNU6-767P	0
RN7SL775P	1
PLD6	598
FLCN	304
ACTG1P24	0
COPS3	1628
NT5M	125
C1orf132	5
RPL13P12	0
LOC644909	0
TSEN15P1	0
MED9	241
RASD1	2
PEMT	580
EEF1A1P43	0
RNU6-468P	0
SMCR2	0
RAI1	806
RAI1-AS1	0
SMCR5	6
SREBF1	2739
TOM1L2	578
LOC100507131	15
DRC3	22
LOC107984989	1
BRI3P3	0
LOC100419436	0
ATPAF2	316
GID4	417
DRG2	581
LOC105371566	2
MYO15A	17
LOC105371568	0
LOC105371567	0
ALKBH5	2051
LLGL1	764
LOC148696	2
FLII	2
MIEF2	0
TOP3A	12
RPL7AP65	0
RPL21P121	0
SMCR8	0
SHMT1	11
EVPLL	0
TBC1D3P4	0
BRWD1P1	0
CD34	0
LINC02076	0
YWHAEP2	0
KRT17P5	0
KRT17P2	0
LOC105371570	0
KRT16P1	0
LOC105371569	0
KRT16P4	0
TNPO1P2	0
LGALS9C	0
LOC107985253	0
NOS2P2	0
USP32P2	1
FAM106A	0
SRP68P2	0
CCDC144B	9
RPS28P9	0
LOC107985051	0
TBC1D28	0
LOC645139	0
ZNF286B	42
LOC105372883	0
FOXO3B	88
UBE2SP2	0
TRIM16L	248
FBXW10	0
TVP23B	667
LOC101929141	0
RN7SL627P	0
PRPSAP2	841
LOC100419620	1
SLC5A10	0
PLXNA2	120
FAM83G	1331
GRAP	5
SNORD3B-1	0
SNORD3B-2	0
KYNUP2	0
LOC102724624	1
SNORD3D	0
GRAPL	13
LOC79999	0
KYNUP1	0
LOC105372887	1
SNORD3A	75
SNORD3C	0
KYNUP3	1
LOC388436	0
EPN2	1015
EPN2-IT1	2
EPN2-AS1	0
B9D1	552
LOC105371573	3
LOC105372884	1
MAPK7	112
MFAP4	0
RNF112	8
LOC105371574	0
LOC107984995	0
RPS2P46	423
RPL17P43	2
TRW-CCA2-1	0
SLC47A1	3
SNORA59B	0
LOC105372888	2
LOC105371578	1
SLC47A1P1	0
MTND1P14	0
NMTRQ-TTG12-1	0
MTND2P12	0
MTCO1P39	0
ALDH3A2	1595
SLC47A2	1
ALDH3A1	61
LOC441784	0
LOC105372889	0
ULK2	239
NDUFB4P3	0
TRG-CCC3-1	0
AKAP10	475
SPECC1	701
LOC100131943	0
LOC105371579	0
KCTD9P1	1
RNU6-258P	0
RNU6-1057P	0
LOC107985460	0
CCDC144CP	2
RNU6-467P	0
UPF3AP2	0
SRP68P3	0
FAM106B	0
USP32P3	14
LOC107987252	0
NOS2P3	0
LGALS9B	0
TNPO1P3	0
LOC107985254	0
YWHAEP3	0
KRT16P5	0
LOC107984968	0
KRT16P3	0
KRT17P6	0
KRT17P7	0
LOC100996294	0
TBC1D3P3	0
LOC100132977	0
COTL1P2	0
PDPN	0
LOC105372891	0
LOC105371580	0
CDRT15L2	0
ZSWIM5P2	0
MEIS3P2	0
LOC105371582	0
LOC401875	0
LOC729334	0
LOC105371583	0
LOC100287072	0
RNFT1P3	0
LOC105372892	2
HNRNPA1P19	0
OLA1P2	0
SCDP1	0
ABHD17AP6	2
CCDC144NL	2
CCDC144NL-AS1	5
RNU6-1178P	0
RNASEH1P1	0
LOC105369205	2
LOC339260	0
RPS26P13	0
USP22	4799
LINC01563	0
DHRS7B	293
TMEM11	630
LOC107984969	5
RN7SL426P	0
NATD1	213
EIF1P5	0
MAP2K3	2658
KCNJ12	350
LOC105372893	0
PDLIM1P2	0
LOC105371589	0
RPL21P120	0
C17orf51	206
LOC100533653	0
LOC101930665	2
KCNJ18	4
LOC100996792	0
LOC100287309	0
NCOR1P2	0
LOC107985255	0
UBBP4	7
FTLP13	0
LOC105371595	0
LOC105371597	0
LOC100421165	0
FAM27E5	0
LOC105377824	0
LOC107987246	0
LOC105377822	0
FLJ36000	0
LOC105372894	0
MTCYBP13	0
MTRNR2L1	1
MTND1P15	0
MTND2P13	0
MTCO1P13	0
NMTRS-TGA3-1	0
MTCO2P13	0
MTATP6P3	0
MTCO3P13	0
MTND4LP8	0
LOC105372895	1
LOC100419890	0
LOC100533640	0
LOC100129683	0
LOC100422478	0
PDLIM1P3	0
GTF2IP6	0
VN1R71P	0
LOC105371703	0
TUFMP1	0
LOC105371704	0
LOC100652908	0
RPL34P31	0
RPS16P8	0
WSB1	523
LOC100132972	4
LOC105371705	0
TBC1D3P5	0
KSR1	399
LOC100420848	0
ITM2BP1	0
LOC105372896	0
LGALS9	28
NOS2P1	0
LOC100420408	0
LGALS9DP	0
NOS2	7
LYRM9	59
LOC105371708	0
LOC105371709	12
NLK	174
LOC102724517	13
TFDP1P	0
RPS29P22	0
LOC105371711	0
LOC105371710	2
LOC105371930	0
PYY2	0
LOC105371712	0
PPY2P	0
LOC101926984	10
KRT18P55	3
TMEM97	511
LOC107984919	0
ATP5G2P1	0
IFT20	351
TNFAIP1	897
POLDIP2	1363
TMEM199	347
SEBOX	0
VTN	0
SARM1	3
SLC46A1	288
H3F3BP2	0
LINC01696	0
LOC101060112	0
RPS7P1	54
SLC13A2	0
FOXN1	0
UNC119	433
PIGS	613
ALDOC	553
SPAG5	862
SPAG5-AS1	1
SGK494	25
LOC101929476	0
KIAA0100	3654
SDF2	367
RPS12P28	0
SUPT6H	3303
PROCA1	1
RAB34	8
RPL23A	12738
SNORD42B	0
SNORD4A	0
SNORD42A	0
MIR205HG	0
SNORD4B	0
TLCD1	110
NEK8	61
TRAF4	1634
FAM222B	442
RPL31P58	0
ERAL1	735
FLOT2	1346
DHRS13	150
PHF12	521
LOC101927018	1
LOC105371716	0
SEZ6	2
NDUFS5P7	0
PIPOX	4
MYO18A	1582
LOC105372898	0
TIAF1	2
LOC100421028	0
TWF1P1	26
CRYBA1	0
NUFIP2	3039
RPL35AP35	0
RNU4-34P	0
TAOK1	1594
RNU6-711P	0
LOC105372899	0
RNU6-1034P	0
ABHD15	100
TP53I13	306
GIT1	1403
ANKRD13B	362
CORO6	66
SSH2	319
LOC107984990	0
RNU6-920P	0
RPL21P123	0
LOC107985256	1
LOC100421100	0
RPL9P30	0
EFCAB5	5
RNY4P13	0
STX18P1	0
NSRP1	1266
SLC6A4	6
LOC107984991	0
CAMK1G	0
LOC105371720	0
BLMH	834
RNU6-1267P	0
LOC105371721	0
TMIGD1	0
RNU6-990P	0
CPD	1835
GOSR1	1316
ALOX12P1	0
LOC100420311	0
LAMB3	4411
TBC1D29	0
KRT17P3	0
LOC101927093	0
LOC107133515	329
SMURF2P1	28
SH3GL1P2	2
LOC100420850	0
LRRC37BP1	15
LOC105371723	3
RN7SL316P	0
RNA5SP41	0
SUZ12P1	122
CRLF3	876
RPS17P3	0
ATAD5	181
TEFM	113
ADAP2	264
RN7SL138P	3
RNF135	168
DPRXP4	1
LOC107984974	4
LOC101930114	0
LOC646030	1
LOC105371722	1
NF1	446
LOC101927057	0
OMG	0
EVI2B	0
EVI2A	1
AK4P1	0
RAB11FIP4	869
G0S2	0
LOC105371725	0
RN7SL79P	0
RN7SL45P	0
TRT-CGT4-1	0
RNU6ATAC7P	0
RNU6-1134P	0
HSD11B1	1
LOC100420482	0
COPRS	411
UTP6	1319
SUZ12	1237
LOC107985083	9
RNA5SP437	0
LOC105371727	5
LRRC37B	37
SH3GL1P1	0
LOC107985082	38
ADORA2BP1	0
LOC102724625	0
WDR45BP1	1
LOC105371730	1
RHOT1	998
ARGFXP2	3
UBL5P2	0
LOC105371731	0
RHBDL3	88
LOC105371732	0
C17orf75	408
TRAF3IP3	3
OOSP1P2	0
ZNF207	1774
NUDT15P2	2
PSMD11	2315
CDK5R1	144
MYO1D	1864
LOC105371734	0
LOC107985012	5
LOC101927198	0
C1orf74	257
LOC102724715	2
TMEM98	356
LOC102724731	1
SPACA3	2
ASIC2	0
LOC105371737	0
AA06	0
LOC147004	0
LOC107985038	0
TLK2P1	9
IRF6	1031
LOC107987247	0
LOC107985035	0
LOC107985036	0
LOC107985039	0
RNA5SP438	0
LOC105371735	0
LINC01989	0
CCL2	0
CCL7	0
CCL11	0
DIEXF	833
CCL8	0
CCL13	0
CCL1	0
LOC105371738	0
LOC105371739	0
C17orf102	0
TMEM132E	0
LOC105371740	0
LOC105371742	1
LOC105371741	2
SYT14	0
CCT6B	37
ZNF830	275
LIG3	559
OSTCP7	2
RAD51L3-RFFL	36
RFFL	969
RPL37P22	0
RAD51D	124
FNDC8	0
NLE1	907
LOC107984847	2
LOC105378612	0
SERTAD4-AS1	0
UNC45B	0
LOC100130114	0
SLC35G3	0
LOC105371932	9
SLFN5	1798
LOC101060119	0
SLFN11	1
LOC105371933	0
LOC729835	0
SLFN12	0
SERTAD4	1
LOC729839	0
SLFN13	0
LOC100420061	0
SLFN12L	0
E2F3P1	0
TAF5LP1	0
LOC107985032	0
SLFN14	0
LOC107985033	0
RPL39P32	1
ST13P19	0
LINC02001	63
SNORD7	0
PEX12	157
AP2B1	6580
LOC100420062	9
RPL17P42	0
RASL10B	2
GAS2L2	0
MMP28	2
LOC107985067	0
LOC107985257	0
C17orf50	2
TAF15	9
HEATR9	0
LOC107985049	0
LOC105371744	0
CCL5	0
LOC105371745	0
LOC107985070	0
LRRC37A8P	0
LRRC37A9P	0
RNASEH1P3	0
LOC100133244	0
RDM1	1
LYZL6	0
CCL16	0
CCL15-CCL14	0
CCL14	0
CCL15	0
LOC107985068	0
CCL23	0
LOC105371746	0
HHAT	5
CCL18	0
LOC102724850	0
CCL3	0
LOC101927369	0
CCL4	0
RN7SL301P	0
LOC107985055	0
LOC100419980	0
LOC107985056	0
LOC100420851	0
RNU5A-8P	0
TBC1D3B	0
CCL3L3	0
CCL4L2	0
LOC105371747	0
TBC1D3I	0
LOC102724956	0
LOC101060212	0
TBC1D3G	0
LOC102723414	0
LOC100420852	0
LOC100421537	0
TBC1D3H	0
RNU6-1192P	0
TBC1D3F	0
TBC1D3J	0
LOC105371749	0
LOC105371748	0
ZNHIT3	0
RNA5SP439	0
MYO19	7
PIGW	1
KCNH1	1
GGNBP2	24
RPS2P50	0
DHRS11	3
LOC107985031	0
MRM1	5
LOC105371751	0
LOC105371750	0
LOC102723471	0
LHX1	2
AATF	10
LOC105372901	0
LOC105371753	0
ACACA	50
RPS2P49	0
HMGB1P24	0
RPL18AP12	0
SNORA90	0
C17orf78	0
TADA2A	142
LOC100419621	0
LOC105376756	0
IPO8P1	0
DUSP14	4
SYNRG	12
DDX52	58
LOC105371755	0
LOC105371756	0
HNF1B	17
LOC107985009	0
LOC105371754	0
LOC105371757	0
RPS25P2	0
YWHAEP7	0
RNU6-489P	0
TBC1D3K	0
LOC102723608	0
LOC100420853	0
TBC1D3L	4
TBC1D3D	10
LOC102723819	0
TBC1D3C	0
LOC101929950	1
LOC388734	0
TBC1D3E	16
LOC102723933	0
TBC1D3	0
LOC440434	1
LOC105371760	0
MRPL45	0
GPR179	0
SOCS7	83
ARHGAP23	45
LOC101929494	0
LOC105372902	0
SRCIN1	41
LOC105371761	0
EPOP	0
LOC105371764	0
LOC105371763	0
MLLT6	3
LOC105371762	0
CISD3	0
RCOR3	267
RNA5SP440	0
PCGF2	18
LOC100287808	0
TRN-GTT2-5	0
PSMB3	0
RNU6-866P	0
PIP4K2B	8
CWC25	5
C17orf98	0
TRAF5	159
RPL23	15068
SNORA21	0
RPS20P35	6
TRC-GCA14-1	0
TRC-GCA2-2	0
TRC-GCA4-1	0
LASP1	5627
LINC00672	22
FBXO47	0
LOC107985258	0
LOC105371767	0
LINC02079	1
LRRC37A11P	3
LOC100131347	5
PLXDC1	18
TRC-GCA2-3	0
TRC-GCA2-4	0
ARL5C	0
LOC105371768	0
CACNB1	107
LINC00467	205
RPL19	23028
STAC2	2
LOC101929578	0
FBXL20	782
MED1	2698
CDK12	1463
RNU6-981P	0
LOC105371770	0
LOC105371771	1
NEUROD2	0
LOC107985259	1
PPP1R1B	48
STARD3	819
TCAP	2
PNMT	0
PGAP3	103
ERBB2	1204
MIEN1	800
GRB7	880
IKZF3	38
SNX25P1	2
KRT8P34	0
RPL39P4	0
ZPBP2	0
GSDMB	118
ORMDL3	466
LRRC3C	4
GSDMA	1
PSMD3	3091
CSF3	0
MED24	1489
PRDM2	338
ARPC3P2	0
SNORD124	0
THRA	505
NR1D1	9013
LOC107985030	1
MSL1	594
CASC3	2203
RAPGEFL1	106
RD3	1
WIPF2	1920
RNY4P8	0
CDC6	1505
RARA	642
LOC105371934	18
RARA-AS1	94
GJD3	43
LOC390791	0
RNA5SP441	0
LOC100421674	0
LOC107985261	0
TOP2A	3716
RPL23AP75	0
IGFBP4	4
LOC107985064	0
TNS4	3629
LOC105371773	17
LOC101059954	36
LOC107985090	3
CCR7	1
SMARCE1	2291
LOC107985260	0
KRT222	104
LOC105371775	0
KRT24	0
KRT223P	0
KRT25	0
KRT26	0
KRT27	0
KRT28	0
LOC105371776	0
KRT10	789
SLC30A1	254
TMEM99	622
LOC105371777	0
KRT12	0
KRT20	0
KRT23	0
LOC107985072	0
KRT39	0
KRT40	1
KRTAP3-3	0
KRTAP3-2	0
LOC105372903	0
KRTAP3-4P	0
KRTAP3-1	0
KRTAP1-5	0
KRTAP1-4	0
KRTAP1-3	0
KRTAP1-1	0
KRTAP2-1	0
KRTAP2-2	0
KRTAP2-3	0
KRTAP2-4	0
LINC01693	0
KRTAP2-5P	0
KRTAP4-7	0
KRTAP4-8	0
KRTAP4-16	0
KRTAP4-9	0
KRTAP4-11	0
KRTAP4-12	0
KRTAP4-6	0
KRTAP4-5	0
KRTAP4-4	0
NEK2	634
KRTAP4-3	0
KRTAP4-2	0
KRTAP4-1	2
KRTAP9-1	0
KRTAP9-12P	0
KRTAP9-2	0
