Gene Symbol	SKOV_MOCK
LOC105369804	0
SLAMF6	0
RASSF3	1724
GNS	784
TBC1D30	768
RPL7P39	0
FLJ41278	3
RNU6ATAC42P	0
LOC107984522	1
WIF1	0
LOC105371468	0
RNU6-166P	0
APOOP3	0
LEMD3	1100
MSRB3	282
KRT18P60	0
LOC100507065	37
LOC105369809	1
LOC105369187	0
LOC105369808	1
LOC105369807	41
CD84	0
LOC105369806	4
PCNPP3	20
RPSAP52	97
HMGA2	2832
LOC100129940	186
LOC105369810	0
RPL21P18	0
RNA5SP362	0
LLPH	2985
SLAMF1	0
LLPH-AS1	0
TMBIM4	288
IRAK3	33
LOC107984523	0
RBMS1P1	1
PDCL3P7	0
RN7SKP166	0
HELB	335
GRIP1	5
LOC107985220	0
LOC105369811	0
OSBPL9P4	0
OSBPL9P5	0
LOC102724421	0
RAB11AP2	0
GGTA2P	1
CAND1	4558
MRPL40P1	2
LOC105369813	0
LOC105369812	9
SETP9	0
NTAN1P3	0
LOC102724433	0
LOC100507175	0
LOC105369815	0
DYRK2	1029
LOC105369816	7
LOC101927901	0
LOC107984531	0
LOC107984526	0
LINC01479	0
RNU6-291P	0
CD48	0
IFNG-AS1	0
RPL39P28	0
HNRNPA1P70	0
LOC100509370	0
IFNG	0
LOC105369818	0
IL26	0
IL22	0
MDM1	288
LOC105369819	1
SLAMF7	26
LOC100507195	0
PSMC6P2	0
LOC107984479	0
RPSAP12	12
RAP1B	2012
RPL10P12	4
SNORA70G	0
ATP5HP4	2
LOC100507250	19
RPL7P42	0
LOC105371470	0
NUP107	2541
KRT8P39	14
SLC35E3	106
LOC100422438	1
LOC105369820	1
LOC100130075	0
MDM2	8943
CPM	124
RNU7-4P	0
PRELID2P1	0
LY9	0
LOC107984471	0
CPSF6	2152
C1GALT1P1	1
LYZ	7
YEATS4	893
RN7SL804P	0
RPS26P45	1
LOC105369822	4
FRS2	614
CD244	0
CCT2	15510
LRRC10	0
LOC105369823	0
BEST3	23
LOC101928002	0
RAB3IP	725
MYRFL	6
LOC100125409	0
ITLN1	0
LOC105369826	0
LINC01481	6
CNOT2	1516
KCNMB4	88
RNU4-65P	0
LOC105369827	40
PTPRB	53
LOC105369828	56
PTPRR	23
FAHD2P1	0
LOC646347	14
TSPAN8	2
LOC105369831	0
LOC105369832	0
LGR5	4
LOC105369833	0
ZFC3H1	1079
LOC107984529	2
THAP2	98
TMEM19	227
LOC107984530	0
LOC101928372	0
RAB21	1797
TBC1D15	1814
MRS2P2	7
TPH2	0
TRHDE	87
TRHDE-AS1	29
CHCHD3P2	0
LOC105369838	0
LOC101928137	3
LOC105369839	0
ITLN2	2
RPL31P48	0
RNU6-1012P	0
LOC105369840	0
LOC105369841	1
LOC100507377	3
LOC100128674	0
VENTXP3	0
LOC107987178	37
ATXN7L3B	2020
LOC101929967	0
F11R	2709
LOC387869	0
LOC100128673	0
LOC105369842	0
LOC105369843	0
KCNC2	0
LOC100130268	0
CCNG2P1	0
LOC107983975	0
CAPS2	120
LOC100419702	1
RPL39P6	0
TSTD1	661
GLIPR1L1	10
GLIPR1L2	19
GLIPR1	18
KRR1	6452
LOC105369845	40
PGDP2	1
LOC107984533	4
RPL10P13	15
LOC105369846	11
RN7SL734P	0
USF1	890
LOC100289143	0
LOC105369847	1
PHLDA1	21923
NAP1L1	6006
LOC100652897	5
LOC641695	0
RNU6-1271P	0
LOC105369848	1
RN7SKP172	0
BBS10	1540
ARHGAP30	17
OSBPL8	4599
LOC105369850	10
RPL7AP9	4
YWHAQP7	2
LOC105369851	0
RPL21P98	1
RPL7P43	0
RWDD1P3	0
ZDHHC17	644
CSRP2	561
NECTIN4	125
LOC727803	0
E2F7	727
LOC105369853	0
LOC105369854	0
LOC105369855	0
LOC105369856	0
NAV3	1233
FAM213AP1	0
LOC105369860	0
LOC105369859	0
LOC105371471	0
MRPL11P3	0
LOC642550	0
SYT1	1290
LOC105369863	4
LOC100420794	3
NOP56P3	0
PAWR	2451
LOC105369864	0
PPP1R12A	2937
KLHDC9	1
RNA5SP363	0
LOC107984534	1
SNRPGP20	0
HSPD1P20	0
RPL7P38	0
RNU7-106P	0
RPL26P32	1
OTOGL	3
RN7SKP261	0
PTPRQ	0
PFDN2	6316
LOC105369867	0
AKIRIN1P1	0
MYF6	0
MYF5	0
LINC01490	0
LIN7A	223
LOC100420442	0
LOC105369869	0
NIT1	375
LOC107987179	0
ACSS3	0
LOC107984535	0
PPFIA2	2
LOC102724663	0
LOC105369872	0
VN1R57P	0
LOC101928449	0
LOC105369873	0
DEDD	630
CCDC59	2669
METTL25	68
LOC100421061	1
LOC107987180	0
LOC100418732	0
LOC107984487	0
TMTC2	395
RNU6-977P	0
RPL6P25	1
LOC105369874	0
UFC1	1257
LOC107984536	0
LOC100128335	0
LOC105369875	0
SLC6A15	0
LOC102724680	0
TSPAN19	6
LRRIQ1	51
ALX1	2
LOC105369876	0
LOC107984537	0
UBIAD1	638
USP21	216
LOC101059974	0
LOC100129589	0
RASSF9	0
NTS	0
MGAT4C	2
LOC105369877	0
LOC105369878	0
RPL23AP68	0
LOC105369879	0
LOC107984478	0
PPOX	166
LOC105369880	0
LOC105369881	0
CYCSP30	0
MKRN9P	0
GADD45AP1	0
RPS4XP15	0
C12orf50	98
LOC107984542	0
C12orf29	1226
CEP290	1115
B4GALT3	1205
RNA5SP364	0
LOC100420011	0
TMTC3	1599
LOC101929554	0
KITLG	16814
RNU1-117P	0
LOC105369885	20
LOC105369886	0
LOC105369887	0
LOC728084	47
ADAMTS4	0
LOC100287355	1
LOC105378255	0
RNU7-120P	0
MRPS6P4	0
DUSP6	3355
POC1B	536
CENPCP1	0
POC1B-GALNT4	39
GALNT4	146
ATP2B1	2353
NDUFS2	2046
ATP2B1-AS1	5
LOC107984543	0
RNA5SP365	0
MRPL2P1	0
RNU6-148P	0
BRWD1P2	0
LOC105369890	0
LOC105369891	0
LOC105369892	0
LOC105369893	0
FCER1G	2
LOC102724834	0
LOC105369895	0
LINC00615	0
CCER1	0
EPYC	0
KERA	0
LUM	0
DCN	2
LOC105369898	0
LOC107984544	0
APOA2	0
LOC105369897	0
LOC105369896	0
LOC105369900	0
LOC105369901	1
LINC01619	2
BTG1	1775
LOC101928617	1
LOC107984023	0
RPL21P106	0
LOC101930023	0
TOMM40L	484
LOC105369903	0
LOC105369902	0
LOC107984467	1
CLLU1OS	0
CLLU1	0
LOC100507616	0
LOC105369904	0
LOC100132126	0
LOC105369905	0
C12orf74	0
PLEKHG7	0
EEA1	643
LOC100287544	0
HNRNPA1P50	3
RNU6-1329P	0
LOC105369906	0
LOC643339	1
LOC100127919	0
RPL41P5	3
LOC105369907	0
NR1I3	23
LOC105369908	0
NACAP3	0
LOC102724933	0
LOC105369909	0
NUDT4	992
UBE2N	3217
MRPL42	4786
RN7SL737P	15
SOCS2-AS1	7
SOCS2	645
MTATP8P1	0
UBE2V2P3	0
PCP4L1	0
LOC642969	57
CRADD	477
LOC101928731	4
RN7SL630P	0
LOC105369911	1
LOC105369912	1
RN7SKP263	0
LOC105369913	0
LOC441644	0
PLXNC1	21
LOC105371472	3
CEP83	503
RN7SL330P	0
RBMS2P1	3
CEP83-AS1	6
LOC102724960	0
RN7SL483P	0
LOC400061	1
SUCLG2P2	0
TMCC3	553
LOC107985221	2
LSM3P2	0
LOC105369914	1
KRT19P2	0
LOC105369915	1
NDUFA12	1111
NR2C1	575
FGD6	1351
LOC100287148	0
MPZ	27
RPL14P4	0
VEZT	1316
CBX3P5	0
RNU6-808P	0
LOC105369917	0
LOC107984545	0
RNU6-735P	0
RPL29P26	9
SDHC	2093
METAP2	6232
USP44	1
PGAM1P5	0
NTN4	181
LOC105369919	0
RNU6-247P	0
LOC105369921	0
LOC105369920	0
SNRPF	1506
CCDC38	0
CFAP126	15
AMDHD1	104
HAL	17
LOC102723340	3
LTA4H	3655
TRD-GTC2-8	0
YPEL5P3	0
LOC105369923	0
RN7SL88P	0
LOC105369924	0
LOC105369925	0
RRM2P2	0
ELK3	2738
LOC107984546	8
CDK17	932
RNU4-24P	0
RN7SKP11	5
CFAP54	5
EEF1A1P33	0
NEDD1	1349
TRQ-TTG9-1	0
LOC107984547	0
TRV-CAC1-1	0
LOC105369928	0
LOC105369927	0
LOC101928912	0
LOC105369930	0
LOC105369929	0
RMST	0
LOC643711	0
RNU6-36P	0
RNU6-481P	0
LOC105369932	0
LOC100131529	0
LOC105369933	1
RNU4-41P	0
SLC9A7P1	0
LOC643770	6
TRD-GTC1-1	0
TRW-CCA4-1	0
LOC148430	5
TMPO-AS1	27
TMPO	5048
PPIAP8	0
SLC25A3	10856
SNORA53	0
IKBIP	611
APAF1	224
ANKS1B	163
LOC101928959	0
RNA5SP366	0
LOC105376737	0
LOC102724602	0
LOC101928937	0
FAM71C	0
RPS4XP1	0
UHRF1BP1L	1460
DNM1P19	1
GOLGA2P5	155
RN7SL176P	0
ACTR6	1201
DEPDC4	38
TRE-TTC4-2	0
SCYL2	2031
SLC17A8	0
NR1H4	1
GAS2L3	585
PIGAP1	7
ANO4	29
SNX5P2	0
SLC5A8	0
RNU6-768P	0
RPS6P19	0
TRN-GTT2-2	0
UTP20	2170
ARL1	1301
RNU6-1068P	0
RPS27P23	0
RNU5E-5P	0
RNA5SP367	0
SPIC	0
LOC105369935	0
MYBPC1	0
LOC105369938	0
TRG-TCC4-1	0
LOC105369937	0
LOC105369936	0
CHPT1	613
RNY1P16	0
SYCP3	8
GNPTAB	1097
RNU6-101P	0
ST13P22	1
RNA5SP368	0
RNU6-172P	0
TRD-GTC2-1	0
RNA5SP369	0
HSPE1P4	1
DRAM1	602
RPL9P24	0
LOC107984548	1
NENFP2	0
WASHC3	127
NUP37	1378
PARPBP	587
PMCH	7
TRL-CAG1-1	0
RN7SL793P	0
LOC100418882	0
LOC105369942	4
IGF1	4
LOC105369944	2
LINC00485	1
PAH	3
LOC101929036	0
ASCL1	1
C12orf42	1
TRG-GCC1-1	0
LOC101929058	0
LOC105369945	0
LOC644203	0
LOC101929084	0
STAB2	1
LOC105369946	0
NT5DC3	751
LOC107984433	1
TTC41P	6
LOC107984130	1
TRE-CTC1-2	0
HSP90B1	16402
C12orf73	266
TDG	1041
GLT8D2	177
LOC643576	6
HCFC2	495
NFYB	813
RNA5SP370	0
LOC105369947	0
TRG-TCC2-2	0
LOC105369948	3
TXNRD1	15957
RPL18AP3	779
EID3	31
LOC105369949	2
CHST11	600
LOC107984434	2
SLC41A2	350
LOC105369950	0
TRD-GTC2-2	0
KRT18P20	2
LOC105369952	0
C12orf45	468
ALDH1L2	13
LOC414300	0
WASHC4	1726
APPL2	362
LOC105369953	0
KCCAT198	0
C12orf75	701
LOC105376739	0
TRL-CAG1-2	0
LOC105369957	11
LOC105369956	1
LOC105369955	0
LOC105369958	0
CASC18	0
LOC105369959	0
LOC107984435	0
LOC105369960	0
ST13P3	0
NUAK1	247
TRG-GCC1-2	0
LOC341378	0
CKAP4	915
RNU7-94P	0
TCP11L2	97
POLR3B	443
LOC100287944	0
RFX4	0
LOC100505978	0
RIC8B	515
LOC105369961	0
TRE-CTC1-3	0
EEF1B2P4	0
RPL30P12	0
TMEM263	870
MTERF2	109
CRY1	784
SETP7	0
BTBD11	315
RNA5SP371	0
PWP1	2830
RPL17P38	0
TRG-TCC2-3	0
PRDM4	1385
LOC101929162	7
ASCL4	0
LOC105369963	0
LOC390358	0
LOC644746	0
LOC728739	0
LOC105369964	0
WSCD2	0
LOC105369965	0
TRD-GTC2-3	0
LOC196469	0
CMKLR1	0
LINC01498	0
FICD	59
SART3	4199
ISCU	2122
TMEM119	0
SELPLG	11
LOC105369968	10
TRL-CAG1-3	0
CORO1C	6564
RNU7-169P	0
LOC105369969	0
SSH1	1913
LOC101929204	26
DAO	0
SVOP	4
RNU6-361P	0
LOC105378256	0
TRG-GCC1-3	0
USP30	175
USP30-AS1	0
RNA5SP372	0
ALKBH2	1291
UNG	1100
ACACB	119
LOC105369974	1
FOXN4	5
LINC01486	0
MYO1H	6
TRE-CTC1-4	0
KCTD10	1366
UBE3B	610
MMAB	240
RNU4-32P	0
MVK	434
RN7SKP250	0
FAM222A	56
FAM222A-AS1	155
TRPV4	4
TRG-TCC2-4	0
LOC105369975	3
GLTP	821
RN7SL441P	0
TCHP	437
GIT2	896
ANKRD13A	1087
C12orf76	102
LOC105369976	0
IFT81	252
ATP2A2	6267
TRD-GTC2-4	0
RN7SL769P	0
ANAPC7	1373
HMGA1P3	13
ARPC3	2399
GPN3	1000
RPL31P49	0
FAM216A	464
VPS29	1297
RAD9B	528
PPTC7	1316
LOC105376740	1
TRL-CAG1-4	0
TCTN1	250
HVCN1	3
PPP1CC	6121
RPL29P25	0
CCDC63	5
MYL2	6
LINC01405	10
LOC105369980	0
LOC105369981	0
CUX2	1
TRG-GCC1-4	0
LOC105369983	1
RNA5SP373	0
FAM109A	161
HSPA8P14	0
LOC105369984	3
SH2B3	500
LOC105369985	4
ATXN2	1086
LOC100101246	3
TRE-CTC1-5	0
BRAP	1014
PCNPP1	6
ACAD10	336
ALDH2	400
MAPKAPK5-AS1	577
MAPKAPK5	753
RPS2P41	0
TMEM116	109
ADAM1A	47
TRG-TCC2-5	0
ADAM1B	1
SLC25A3P2	0
LOC724085	0
ERP29	2208
NAA25	4242
TRAFD1	747
HECTD4	814
RN7SKP71	0
TRD-GTC2-5	0
RPL7AP60	3
LOC100421482	0
RPL6	30548
PTPN11	8175
RPH3A	5
OAS1	9
OAS3	1047
OAS2	8
IMMP1LP2	0
TRL-CAG1-5	0
RPS15AP32	0
DTX1	0
RASAL1	252
CFAP73	0
DDX54	3798
RITA1	769
IQCD	28
TPCN1	245
TRG-GCC4-1	0
LOC107984436	0
SLC8B1	450
LOC105369989	0
PLBD2	930
SDS	3
SDSL	555
LHX5	46
LHX5-AS1	0
LOC105369990	0
LOC105369991	0
LOC105371473	0
LINC01234	763
DYNLL1P4	1
RBM19	1441
TRE-CTC16-1	0
LOC105369993	0
LOC105369994	0
LOC105369995	0
HAUS8P1	0
GLULP5	0
LOC105369996	0
FCGR2A	0
TBX5	9
TBX5-AS1	0
LOC105369998	0
RN7SKP216	0
OSTF1P1	0
TBX3	301
LOC105370000	0
LOC105369999	0
LOC107984437	0
LOC102723639	0
TRD-GTC10-1	0
LOC105370003	0
UBA52P7	0
LOC105370002	0
RN7SL865P	0
LOC105370004	0
MED13L	2229
RNU6-1188P	0
SNRPGP18	0
LOC107984438	0
DISP3	41
TRG-GCC2-1	0
LOC105370005	0
LOC105370007	123
LOC105370008	6
LOC107984439	0
LINC00173	29
MAP1LC3B2	15
C12orf49	1000
RNFT2	158
RPL21P105	0
HSPA6	0
HRK	150
RPL36P15	0
FBXW8	497
LOC100506551	12
TESC	255
TESC-AS1	1
LOC105370010	3
FBXO21	1953
NOS1	2
KSR2	158
TRL-CAG1-6	0
LOC105370012	0
LOC105370011	0
RFC5	1008
WSB2	1559
VSIG10	559
LOC101928274	23
PEBP1	2926
TAOK3	461
RPS2P5	8521
SUDS3	862
TRG-TCC2-6	0
LOC105370013	0
RPL17P37	0
LOC105370014	0
LOC105370015	0
LOC105370017	0
LOC107984472	0
LOC105370016	0
RNA5SP374	0
LOC105370018	0
LOC105370019	0
RPS23P10	0
LOC105370020	0
SRRM4	1
RN7SL508P	0
LOC105370022	0
LOC105370021	0
LOC105370024	1
HSPB8	140
LOC107984440	0
LOC100287653	0
LOC105370026	2
TRN-GTT1-1	0
LOC105370025	0
LINC00934	0
CCDC60	1
LOC105370027	0
LOC107984441	0
TMEM233	0
RN7SKP197	0
PRKAB1	625
CIT	759
FCGR3A	0
RPL35AP30	0
BICDL1	266
RAB35	1590
GCN1	8335
RPLP0	89902
PXN-AS1	73
PXN	5822
RPS20P31	0
NME2P1	0
FCGR2C	0
RNU4-2	17
SIRT4	76
RNU4-1	7
RNU6-1088P	0
PLA2G1B	0
MSI1	413
RPS27P25	0
COX6A1	5579
TRIAP1	3096
GATC	1535
HSPA7	0
RPL31P52	0
SRSF9	3343
DYNLL1	3373
LOC107987181	0
NRAV	319
COQ5	1626
RPL29P24	5
RNF10	2806
POP5	971
RPL11P5	0
TRL-CAA6-1	0
LOC101928300	56
CABP1	35
LOC105370029	0
MLEC	3955
UNC119B	1397
ACADS	315
SPPL3	683
ARF1P2	1
XLOC_009911	0
LINC01647	5
RPS23P9	0
CLIC1P1	0
RPL12P33	0
HNF1A-AS1	1
HNF1A	16
C12orf43	674
OASL	476
LOC105378258	1
LOC105370031	1
LOC105370030	0
LOC105370032	1
FCGR3B	0
P2RX7	10
P2RX4	383
CAMKK2	843
ANAPC5	3254
RNF34	919
KDM2B	1107
LOC101928346	0
LOC105370033	0
RNU6-1004P	0
FCGR2B	0
ORAI1	259
MORN3	16
LOC105370034	1
TMEM120B	453
RHOF	2434
LOC107984442	1
LINC01089	26
SETD1B	436
HPD	19
LOC105370035	0
RPL31P11	0
PSMD9	1128
RNU7-170P	0
WDR66	60
BCL7A	153
LOC100506691	0
MLXIP	356
LRRC43	2
IL31	0
B3GNT4	44
DIABLO	2400
FCRLA	1
LOC101593348	2
VPS33A	474
CLIP1	1876
CCDC150P1	14
RPL21P1	1
CLIP1-AS1	1
ZCCHC8	1113
RSRC2	3085
KNTC1	1456
LOC107984443	1
FCRLB	18
HCAR2	1
HCAR3	5
HCAR1	4
DENR	2411
CCDC62	60
HIP1R	1586
VPS37B	3745
ABCB9	312
OGFOD2	303
ARL6IP4	2072
RN7SL466P	0
PITPNM2	284
LOC100507091	2
MPHOSPH9	709
C12orf65	742
CDK2AP1	1476
RNA5SP375	0
SBNO1	2821
KMT5A	603
DUSP12	923
RILPL2	428
SNRNP35	167
RILPL1	261
LOC101927415	9
TMED2	7801
DDX55	1473
LOC105370041	5
EIF2B1	1343
GTF2H3	2320
LOC102724329	3
TCTN2	194
ATP6V0A2	241
LOC105370042	3
RPL27P12	0
DNAH10	24
LOC105370044	1
CCDC92	5
ZNF664-RFLNA	0
ZNF664	4925
RFLNA	0
ATF6	2826
LOC105370045	0
NCOR2	2896
LOC105370047	10
LOC101927436	0
SCARB1	1262
LOC105370050	1
LOC107984444	0
LOC105370051	1
RNU6-927P	0
FBXO2	582
LOC100422526	3
UBC	57384
TRA-TGC3-2	0
TRD-GTC2-9	0
TRF-GAA1-4	0
RPL22P19	0
TRD-GTC2-10	0
TRA-TGC4-1	0
DHX37	1973
BRI3BP	226
OLFML2B	34
THRIL	451
LOC100131779	0
LOC105370052	1
AACS	286
LOC105370053	0
TMEM132B	14
LOC105370054	0
LOC107984445	0
LOC105370055	0
LOC100419701	0
LOC107985450	0
LINC00939	0
LOC105370057	0
LOC105370058	0
LOC105370056	0
LOC101927464	0
LOC107984447	0
LOC107984446	0
LOC100420118	0
LOC105379613	0
LOC101927531	0
NOS1AP	108
LOC107984448	0
LOC105370059	0
LOC100128554	0
FAM32EP	0
PGBD3P3	0
LOC100421201	0
NDUFA5P6	0
LOC107984465	0
LOC100996671	0
LOC105370060	0
LOC105371475	1
LINC00944	7
LINC00943	2
LOC121296	0
LOC440117	0
LOC105370061	0
HSPE1P20	0
LOC101927592	5
LOC105370063	0
LOC107984449	185
LOC107984450	2
LOC105370062	0
LOC105370064	0
LOC105370065	0
LOC100420116	0
RNU1-104P	0
LOC101927616	0
LOC105370066	0
LOC105370067	0
LOC100420119	0
LOC101927637	0
RNA5SP61	0
LOC105370068	0
LOC105370069	0
LOC100419932	0
FLJ37505	0
LINC00508	0
LINC00507	4
CRAT8	0
LOC105370071	0
LOC100996679	0
LOC101927694	0
LOC107987176	0
TMEM132C	0
SLC15A4	556
LOC101929984	0
LOC100128276	0
GLT1D1	0
AK3P6	0
LOC105370073	0
SPATA46	0
NLRP9P1	0
TMEM132D	0
LOC283352	216
LOC101927735	0
TRI-AAT11-1	0
LOC105370074	0
LOC105370076	0
LOC100190940	0
LOC105370077	0
LOC105370078	0
C1orf226	278
FZD10-AS1	0
FZD10	0
RPS20P30	0
LOC107984480	0
LOC101927786	0
PIWIL1	0
RIMBP2	1
LOC105370079	0
LOC105370080	1
LOC107984451	6
FBXO44	376
SH2D1B	0
STX2	448
RNU6-1077P	0
RAN	13503
ADGRD1	4
LACAT8	0
LOC107984452	0
LINC01257	0
LOC105370082	2
LOC107987177	0
RPS6P20	0
LOC105373471	1
LOC100128002	0
LOC107161159	0
LOC105370083	0
RNA5SP376	0
LOC107984453	0
LOC338797	0
LOC101929974	0
LOC107984454	0
LOC105370084	0
LOC105370085	0
SLAMF6P1	0
LOC105370086	0
RNA5SP377	0
LOC100996701	0
RPS6P21	0
LOC105370087	0
SFSWAP	2170
RNA5SP378	0
RNU6-1017P	0
LOC105370088	0
MMP17	168
LOC105371497	0
ULK1	306
LOC107984455	3
PUS1	1977
EP400	1799
SNORA49	0
EP400NL	19
LOC107987169	5
DDX51	1474
NOC4L	1447
LOC105370090	0
UHMK1	4714
LOC107984456	0
LOC100996246	26
GALNT9	3
LOC105370091	0
LOC100130238	19
LOC101928416	0
LOC105370092	3
MUC8	0
FBRSL1	1125
LOC100996573	74
UQCRBP2	0
LOC105370094	0
LRCOL1	0
P2RX2	7
POLE	2844
PXMP2	290
PGAM5	4742
RNA5SP379	0
ANKLE2	1848
LOC100419935	0
LOC102724358	1
GOLGA3	1510
RPS11P5	5
RNU6-327P	0
CHFR	0
LOC101928530	0
LOC647503	0
ZNF605	0
NANOGNBP2	0
ZNF26	150
RNU4ATAC12P	0
UAP1	1586
LOC107984457	0
LOC101928597	0
PTP4A1P2	0
ZNF84	409
ZNF140	0
ZNF891	0
RPL23AP67	0
ZNF10	0
ZNF268	302
ANHX	0
DDR2	47
RNU6-717P	0
LOC107987186	0
VN1R111P	0
FAM230C	0
EIF3FP2	0
LOC101060145	0
GGT4P	0
LOC107984038	0
SETD8P1	0
LOC105379278	0
RN7SL861P	0
LOC102724148	0
VN1R58P	0
ZNF962P	0
LONRF2P2	0
FEM1AP4	0
TERF1P5	2
FAM207BP	0
BCYRN1P3	0
GXYLT1P1	0
CNN2P12	0
FBXO6	497
HSD17B7	266
ZNF965P	0
LINC00417	0
CYP4F34P	0
SNX18P26	0
LINC00328-2P	0
ANKRD20A9P	0
RHOT1P3	0
RNU6-55P	0
RNU6-76P	0
SNX19P2	0
CCDC190	1
LINC00408	0
PHF2P2	0
LINC00442	0
USP24P1	0
GTF2IP3	0
PHF2P1	0
LOC107984132	0
RNA5SP24	0
CENPIP1	0
RNU6-52P	0
LOC107985222	0
SMPD4P2	0
TUBA3C	0
LOC101928697	0
LOC105370099	45
PSPC1P1	2
ANKRD26P3	0
MRPL3P1	0
LINC00421	0
PARP4P2	1
FAM58DP	0
LOC107985223	0
SLC25A15P2	0
TPTE2	3
CYCSP32	0
MRPS31P2	3
CASC4P1	5
ESRRAP1	0
LINC00350	0
MPHOSPH8	2137
PSPC1	2599
RN7SL166P	0
RGS4	17
ST6GALNAC4P1	0
ZMYM5	510
ZMYM2	1111
KRR1P1	7
LINC01072	0
LOC105370101	0
GJA3	653
LOC107984553	0
PPIAP28	0
GJB2	799
RGS5	189
GJB6	0
LOC105370102	0
CRYL1	500
LOC105370103	0
IFT88	289
SLC35E1P1	10
RNU2-7P	0
IL17D	13
EEF1AKMT1	128
LOC101928404	0
RANP8	1
XPO4	2916
CNOT4P1	0
LINC00367	0
HNRNPA1P30	0
PPIAP27	0
RPSAP54	2
LATS2	825
RNU4-9P	0
LOC105370104	0
LOC100113374	1
RPS12P23	0
IPPKP1	0
SAP18	8434
SKA3	1292
MRPL57	1004
LINC01046	0
LOC105370105	1
ESRRAP2	0
LOC101928764	24
MIPEPP3	78
NUF2	619
LINC00539	1
GRK6P1	0
LOC728099	12
GAPDHP52	0
RNA5SP25	0
ZDHHC20	2083
HIST1H2BPS3	0
MICU2	2233
FNTAP2	3
RNU6-59P	0
LOC100422212	0
LOC107984582	0
RPS7P10	1
FGF9	133
RN7SL766P	0
LINC00424	0
LOC105370108	0
NME1P1	0
MTND3P1	0
LINC00540	0
LOC107984599	0
MAD2L2	1324
RNA5SP62	0
LOC107984600	0
FTH1P7	0
DDX39AP1	0
RPL7AP73	0
IPMKP1	0
RFESDP1	0
LINC00621	4
LOC105370109	0
BASP1P1	1
NUS1P2	31
RNA5SP63	0
LOC105370111	0
LOC105370112	0
HMGA1P6	0
RNY3P4	0
SGCG	2
RNU6-58P	0
TATDN2P3	0
SDAD1P4	0
LOC107984585	2
SACS	3323
LOC105371521	0
RPLP1P13	0
SACS-AS1	0
LINC00327	0
TNFRSF19	42
LOC105370114	0
LOC105370113	11
MIPEP	796
MTCO3P2	0
C1QTNF9B-AS1	1
C1QTNF9B	2
NMNAT1P2	0
ANKRD20A19P	3
LOC105370115	3
SPATA13	862
IPO7P2	0
SPATA13-AS1	0
C1QTNF9	0
LOC100287275	0
LOC101060086	0
CEND1P2	0
RNU5F-6P	0
NUS1P3	10
LINC00566	0
CYCSP33	0
PARP4	3236
LOC105370117	9
LOC105370295	0
LOC101927375	0
PSPC1P2	0
TPTE2P6	13
LOC107984610	1
HMGB3P6	0
ATP12A	4
RNY1P7	0
RPL26P34	0
LOC105370118	0
CLUHP9	0
IRX1P1	0
RNF17	2
ANKRD20A10P	0
CENPJ	597
LOC107987187	0
PBX1	739
TPTE2P1	11
SLC25A15P3	1
RPL34P27	0
LSP1P1	0
LOC100133284	0
LOC105370119	0
LOC105370120	0
PABPC3	2
AMER2	0
LINC00463	0
RNU6-171P	0
LINC01053	0
RPL23AP69	0
LOC105370121	1
MTMR6	1534
NUP58	3967
ELOBP1	0
ATP8A2	3
RNU6-78P	0
RN7SL741P	0
RNY1P3	0
LOC100505795	0
LOC105370122	0
SHISA2	0
LOC107984009	1
ATP8A2P3	6
PRUNEP1	0
RNF6	1934
THAP12P6	0
CDK8	1293
WASF3	219
RPS3AP44	0
LOC107985451	0
LOC107984597	1
GPR12	0
FGFR1OP2P1	0
RPS21P8	0
RPS20P32	0
LOC105370124	12
USP12	2255
RBBP8P2	0
USP12-AS1	0
USP12-AS2	4
MTATP6P1	22
DRAXIN	25
RPL35AP7	0
LOC105370125	44
LINC00412	4
RPL21	23712
SNORD102	0
SNORA27	1
RASL11A	168
RNU6-70P	0
LOC105370126	0
RNY1P1	0
GTF3A	2872
RNU6-755P	0
MTIF3	604
RNU6-63P	0
LNX2	775
POLR1D	2622
LOC105370128	0
NPM1P4	0
LOC105370129	0
GSX1	0
LOC107984605	0
RNU6-73P	0
LOC107985452	0
PDX1-AS1	1
LOC105370130	0
PDX1	66
ATP5EP2	0
LINC00543	1
CDX2	344
URAD	0
LOC105370132	0
RN7SL272P	0
FLT3	10
LMX1A	0
KATNBL1P1	0
CHCHD2P8	0
PAN3-AS1	7
PAN3	707
EEF1A1P3	5
RNU6-82P	0
FLT1	0
LOC105370135	5
EIF4A1P7	1
POMP	4388
LOC105371561	0
SLC46A3	72
RNU6-53P	0
CYP51A1P2	3
POM121L13P	0
MTUS2	6
GAPDHP69	0
MTUS2-AS1	0
SLC7A1	2600
LOC102723345	0
LOC105370139	0
LOC102725140	0
UBL3	790
TIMM8BP1	0
LINC00297	0
LINC00572	0
LINC00544	0
LINC00365	2
LINC00384	0
LINC00385	0
KATNAL1	395
LOC102723381	0
RXRG	0
RNU6-64P	0
PRDX2P1	2
LINC00426	0
LINC01058	0
UBE2L5P	0
LOC107984577	1
HMGB1	9808
RBM22P2	0
MFAP1P1	1
PTPN2P2	0
LOC400794	0
USPL1	690
TRN-GTT2-4	0
ALOX5AP	1
LINC00398	0
LINC00545	0
TEX26-AS1	0
MEDAG	0
TEX26	0
LOC105370145	0
LOC102723392	0
LRRC52	0
WDR95P	0
HSPH1	6898
LOC105370148	0
B3GLCT	154
