Gene Symbol	SKOV_KO
RNU4-38P	0
LOC100421819	4
PHC3	1442
LOC105374209	0
RNU6-315P	0
CAP1	6129
RNU7-32P	0
PRKCI	607
SKIL	682
CLDN11	0
SLC7A14	0
LOC101928583	0
KRT8P13	1
RPL28P1	0
LOC105374211	0
PPT1	1366
RNY5P3	0
RPL22L1	3406
EIF5A2	225
KLF7P1	1
RNU1-70P	0
SLC2A2	1
TNIK	1023
LOC105374216	4
LOC107986026	2
LOC728602	0
LOC102724479	21
RNU6-348P	0
PLD1	110
TMEM212	10
TMEM212-AS1	0
LOC105374218	0
LOC105374217	0
FNDC3B	885
LOC107986153	2
RPS27AP8	0
LOC105378671	0
RN7SL141P	0
BZW1P1	0
GHSR	0
TNFSF10	0
LOC100856791	0
LOC105374219	0
SLC31A1P1	0
NCEH1	446
LOC100420939	0
RNU6-547P	0
RLF	1665
ECT2	3560
RNU4-4P	0
ATP5G1P4	4
LOC107986052	0
SPATA16	0
LOC105374221	0
LOC105374220	0
LOC105374224	0
NLGN1	1
LOC105374225	0
RNU6-1237P	0
NLGN1-AS1	0
RN7SKP234	0
RPL8P4	1
LOC105374226	0
NAALADL2	23
RN7SKP40	0
LOC107986027	0
EEF1B2P8	0
NAALADL2-AS3	0
NAALADL2-AS2	0
TMCO2	0
RNU6-1233P	0
RNU4-91P	0
LOC100421238	0
UBE2V1P2	0
RNU6-1317P	0
NAALADL2-AS1	0
ACTG1P23	0
EI24P1	0
LOC100131216	0
MIB2	1078
ZMPSTE24	2298
LOC105374230	0
LINC01208	0
LOC105374229	0
RNA5SP147	0
LINC01209	0
MTND5P15	0
TBL1XR1	4058
RNU6-681P	0
LOC107986053	0
COL9A2	22
LINC00501	1
ASS1P7	0
LINC00578	2
RN7SKP52	0
FGFR3P4	0
LOC101928711	0
LINC02015	1
LOC107986154	0
RNU6-1120P	0
LOC105374234	0
RPL21P20	0
LOC107986155	0
LOC107986156	0
LOC105374235	0
LINC01014	0
RNA5SP148	0
KCNMB2-AS1	101
KCNMB2	6
ZMAT3	712
LOC101928739	0
PIK3CA	333
LOC107984945	0
KCNMB3	1
LRRFIP1P1	0
ZNF639	622
MFN1	1006
GNB4	11
MTHFD2P7	0
LOC107986157	0
ACTL6A	1083
MRPL47	3426
NDUFB5	1426
SMAP2	621
LOC107986158	0
USP13	553
PEX5L	21
PEX5L-AS2	0
RNA5SP149	0
GAPDHP36	0
LOC131054	0
LINC02053	0
LOC101928856	5
RNU6-486P	0
ZFP69B	22
TTC14	340
CCDC39	20
LOC101928882	0
RN7SL229P	0
LOC647253	0
LOC100132223	0
FLYWCH1P1	0
LOC105374240	0
RPL32P10	0
FXR1	6113
ZFP69	3
DNAJC19	382
SOX2-OT	0
RNU6-4P	0
FAUP2	0
LOC102724604	0
RPL7AP25	0
SOX2	1
RN7SL703P	0
RNA5SP150	0
LOC101929598	0
LOC105378672	0
LINC01206	0
RN7SKP265	0
LOC105374242	0
LOC105374243	1
LINC01994	0
EIF4EP3	0
LINC01995	0
RPL7L1P8	0
LOC102724617	0
LOC107986054	0
EXO5	1
LOC105374245	2
ATP11B	968
EIF3EP4	0
DCUN1D1	1162
LOC100505642	0
LOC105374246	0
MCCC1	221
LOC107986159	4
LOC105374247	0
LAMP3	33
ZNF684	109
RNU3P4	0
MCF2L2	27
B3GNT5	566
RNA5SP151	0
LOC107986160	51
LOC107986161	6
LINC00888	194
KLHL6	0
KLHL6-AS1	0
LOC100131977	0
MMP23B	2
LOC100328982	0
LOC105374248	0
KLHL24	272
LOC107986162	0
YEATS2	1119
MAP6D1	110
PARL	1623
RPSAP31	1
CYP2AB1P	0
ABCC5	238
LOC105378673	0
ABCC5-AS1	0
EEF1A1P8	0
HTR3D	0
HTR3C	0
5-HT3C2	0
HTR3E-AS1	0
HTR3E	0
HSP90AA5P	0
LOC105374249	0
EIF2B5	1443
GTF2F2P2	0
RPS3P3	0
DVL3	839
AP2M1	4695
ABCF3	1377
VWA5B2	120
ALG3	1152
ECE2	452
CAMK2N2	52
PSMD2	8251
RIMS3	118
EIF4G1	12930
SNORD66	0
FAM131A	176
CLCN2	219
POLR2H	1459
THPO	0
CHRD	79
LINC02054	0
LOC391600	0
LOC105374251	0
LOC105378675	0
LINC01840	0
EPHB3	124
MAGEF1	731
LOC107986163	10
LINC02069	0
LOC105374253	0
VPS8	740
C3orf70	2
EHHADH-AS1	0
EHHADH	190
LOC105378674	0
EIF2S2P2	0
MAP3K13	549
RPL4P4	36
LOC101929018	13
TMEM41A	380
LOC105374254	2
LIPH	269
LOC107986055	0
SENP2	547
NFYC-AS1	4
RPL34P10	0
IGF2BP2	2321
IGF2BP2-AS1	2
TRA2B	4101
NMRAL2P	0
ETV5	908
LOC105374257	5
DGKG	145
LOC107986164	0
NFYC	762
LINC02052	0
LOC107986165	1
CRYGS	6
TBCCD1	355
DNAJB11	1469
LOC100287402	1
AHSG	0
FETUB	4
LOC105374258	0
HRG	0
LOC100533663	0
KNG1	0
LOC105374259	2
PSMD10P2	11
RNU6-1105P	0
GPS2P2	0
EIF4A2	10925
SNORD2	0
SNORA81	4
SNORA63	9
SNORA4	0
RFC4	1136
LINC02043	50
ADIPOQ	0
ADIPOQ-AS1	0
RPS20P14	2
RPL29P9	0
ST6GAL1	210
RPL39L	0
CDK11B	833
KCNQ4	130
RPL39P19	0
LOC101929106	0
RTP1	0
MASP1	5
LOC105374260	0
LOC101929130	0
RTP4	0
LOC105374261	26
LOC105374262	0
SST	0
RN7SL326P	0
RTP2	0
LOC100131635	0
BCL6	219
LOC105374263	8
LOC105374264	3
LOC105374265	0
LINC01991	1
LOC107986166	0
LPP-AS2	7
LPP	1259
LOC105378676	1
FLJ42393	0
LPP-AS1	0
TPRG1-AS1	0
LOC107986168	0
LOC647299	0
LOC107986167	1
TPRG1	22
TPRG1-AS2	0
LOC105374270	0
CITED4	14
LOC107986169	0
TP63	6
P3H2	21
MTAPP2	0
P3H2-AS1	2
RNU6-1109P	0
NMNAT1P3	0
LOC107986170	0
CLDN1	3
LOC100128362	0
CLDN16	0
TMEM207	0
IL1RAP	69
GCNT1P3	0
RN7SKP296	0
LOC105374272	0
CCT6P4	0
LOC100131685	0
GMNC	13
SNAR-I	0
UBE2V1P8	0
LOC107986171	0
OSTN	0
OSTN-AS1	0
UTS2B	14
CCDC50	974
LINCR-0002	3
PYDC2	0
LOC105374275	0
LOC105374276	0
LOC100129725	0
CTPS1	1316
LOC105374277	0
RN7SKP222	0
FGF12	0
FGF12-AS1	0
FGF12-AS3	0
LOC107986028	0
LOC107986056	0
RNU1-20P	0
MB21D2	295
VEZF1P1	0
SLFNL1-AS1	11
LOC105374280	0
HRASLS	0
MGC2889	0
ATP13A5	0
ATP13A5-AS1	0
ATP13A4	1
ATP13A4-AS1	0
EEF1A1P23	0
OPA1	2617
OPA1-AS1	0
SLFNL1	15
LOC102724808	4
RN7SL447P	0
LOC105374282	0
LOC105374283	0
LOC105374284	0
LOC105374285	0
LOC105374287	3
LOC105374286	0
LINC02026	0
DPPA2P3	0
SCMH1	282
LINC02028	0
LOC102724877	0
LOC105374288	0
HES1	816
RN7SL215P	0
LOC107986172	0
LINC02036	8
LINC02037	0
LOC105374289	2
LINC00887	0
SLC35E2B	451
RPL23AP17	0
CPN2	1
LRRC15	3
GP5	0
ATP13A3	2897
LINC00884	0
RNU6-1101P	0
RPL23AP93	0
TMEM44-AS1	58
TMEM44	155
LOC105374291	1
RPL36AP9	0
LSG1	2367
FAM43A	105
LOC105374292	0
LINC01968	3
LOC285303	8
LOC105374293	0
LOC107986174	1
LOC107986173	0
LOC105374294	0
LOC105374295	0
FOXO6	2
XXYLT1	121
XXYLT1-AS1	0
RN7SL36P	0
XXYLT1-AS2	0
LOC105374296	2
RNU6-25P	0
ACAP2	1765
RPL31P22	0
PPP1R2	1232
LOC101929901	0
RNU6ATAC24P	0
RN7SL73P	0
RPL24P6	0
APOD	4
MUC20P1	4
LOC107986029	5
LOC105374298	0
LOC105374297	0
LOC100288016	0
SDHAP2	0
LOC105378678	2
LINC00969	0
MUC20	0
MUC4	0
LOC105374299	0
LINC01983	0
LOC107984010	0
KIF3AP1	0
TNK2	506
RNA5SP45	0
TNK2-AS1	8
RNU2-11P	0
LOC727978	5
LOC100133326	0
SDHAP1	62
LOC105374301	1
LOC100131360	0
LOC105374300	11
LOC107986030	0
TFRC	5681
EDN2	9
RNU7-18P	0
LINC00885	0
LOC105374303	0
ZDHHC19	0
LOC105374304	2
SLC51A	0
PCYT1A	602
TCTEX1D2	108
TM4SF19-TCTEX1D2	0
LOC107986031	2
HIVEP3	166
TM4SF19-AS1	3
TM4SF19	25
RNU6-910P	0
UBXN7	1474
RNU6-1279P	0
RN7SL434P	0
RN7SL738P	0
UBXN7-AS1	1
RNF168	730
LOC105374306	2
LOC100418723	0
LOC105374307	0
SMCO1	2
RPS29P3	0
WDR53	333
FBXO45	1560
LINC01063	1
NRROS	0
CEP19	60
RNU6-646P	0
PIGX	213
HNRNPFP1	0
PAK2	1193
RNU4-89P	0
RNU6-42P	0
SENP5	565
NCBP2	2279
NCBP2-AS2	363
PIGZ	10
RPSAP69	0
RPSAP30	1
MELTF	463
LOC100288379	3
GUCA2B	0
MELTF-AS1	6
DLG1	1116
DLG1-AS1	8
LOC101926923	0
LOC105374308	0
LOC105374309	0
LINC02012	0
BDH1	30
RPL36P7	0
GUCA2A	0
LOC220729	26
LOC100131868	0
LOC107986175	7
LOC107986176	11
RUBCN	458
FYTTD1	2076
LRCH3	720
LOC105374310	0
RPL17P18	14
FOXJ3	1378
IQCG	168
RNU6-858P	0
RPL35A	11566
LMLN	226
LMLN-AS1	4
ANKRD18DP	0
RNU6-821P	0
FRG2FP	0
TUBB8P8	1
FAM157A	0
RIMKLA	212
LOC107986177	0
GTF2IP18	0
RNU6-860P	0
LOC100133150	0
CICP6	0
SEPT14P3	0
LOC105379426	0
LOC101928669	2
LOC101059949	2
LOC107987361	0
RPS15AP8	0
LOC105374377	0
ZNF595	0
LOC100129037	0
ZNF718	0
LOC100288172	0
ZNF876P	0
LOC107986244	0
LOC100533733	0
ZNF732	0
LOC105374336	0
ZMYND12	10
ZNF141	0
ZNF519P4	0
ABCA11P	162
LOC100533734	0
ZNF721	1123
LOC100533735	0
PIGG	514
LOC105374338	0
PDE6B	2
PPCS	714
LOC101928521	0
ATP5I	2667
MYL5	21
MFSD7	17
LOC107986245	0
PCGF3	665
LOC107986246	1
LOC107986211	17
LOC100129917	20
CPLX1	150
RPS3AP11	0
LOC105374339	8
LOC105374340	2
GAK	2095
LOC105374341	5
TMEM175	165
DGKQ	206
SLC26A1	3
IDUA	68
FGFRL1	893
LOC105374343	0
TMSB4XP1	1
RNF212	0
LOC100421802	0
LOC105374344	0
TMED11P	0
SPON2	6
LOC100130872	0
LOC101928548	0
CTBP1-AS	12
CTBP1	1626
CTBP1-AS2	58
CCDC30	24
LOC105374347	0
LOC105374346	2
MAEA	2181
UVSSA	325
CRIPAK	109
NKX1-1	0
LOC105374348	0
LOC107986247	0
FAM53A	23
LOC105374349	0
CICP27	0
LOC107985731	0
RNU6-536P	0
SLBP	1909
TMEM129	170
TACC3	1345
FGFR3	261
LETM1	1711
RN7SL671P	0
NSD2	2346
SCARNA22	1
NELFA	1747
PPIH	968
LOC107986248	0
C4orf48	657
NAT8L	351
POLN	23
LOC100419959	0
HAUS3	351
COX6B1P5	0
MXD4	243
ZFYVE28	144
YBX1	13942
RN7SL589P	0
LOC100421664	0
LOC105374352	9
LOC107986249	1
CFAP99	2
LOC105374353	6
LOC107986250	5
RNF4	993
FAM193A	315
TNIP2	836
CLDN19	0
LOC102723763	0
SH3BP2	556
ADD1	1432
MFSD10	842
NOP14-AS1	59
NOP14	4743
GRK4	20
RNU6-204P	0
HTT-AS	0
HTT	905
P3H1	278
RNU7-33P	0
MSANTD1	11
RGS12	180
LOC100286945	0
RPL7AP29	0
HGFAC	1
LOC105374354	1
DOK7	27
LOC105374355	0
LRPAP1	1902
C1orf50	161
LINC00955	0
LOC105374357	0
LOC100133461	0
LOC107986251	3
ADRA2C	216
OR7E163P	0
OR7E162P	0
LOC100420818	1
ALG1L7P	17
FAM86EP	63
LOC105378683	0
LOC105374358	0
ENPP7P9	0
LOC105374359	0
LOC101928217	3
LOC100130459	70
RPS3AP16	0
LOC107986252	1
OR4D12P	0
UNC93B4	0
OR7E99P	0
TMEM269	3
OR7E43P	0
OTOP1	0
TMEM128	513
LYAR	2188
ZBTB49	118
NSG1	0
LOC107986253	0
STX18	940
STX18-IT1	0
RPS7P15	0
LOC107984946	2
LOC107986254	0
STX18-AS1	24
LOC101928237	4
LOC101928279	6
LINC01396	0
MSX1	799
LDHAP1	0
LOC101928306	0
RN7SKP113	0
LOC107986218	0
SVBP	78
CYTL1	0
LOC107986256	0
LOC107986255	0
STK32B	1
LOC105374362	0
RN7SKP275	0
LINC01587	0
EVC2	0
EVC	2
CRMP1	0
MMP23A	0
ERMAP	68
C4orf50	1
JAKMIP1	0
LOC285484	10
LOC105374364	0
WFS1	307
LOC107986257	17
PPP2R2C	501
LOC105374365	0
MAN2B2	219
ZNF691	166
MRFAP1	5983
LOC105374366	19
LOC93622	207
LOC339988	2
S100P	4
MRFAP1L1	1100
LOC105378240	0
BLOC1S4	214
LOC105374367	3
KIAA0232	288
LOC339539	0
TBC1D14	460
RN7SKP292	0
LOC100129931	634
CCDC96	17
TADA2B	328
GRPEL1	1822
LOC105374368	1
LOC105374370	3
FLJ36777	1
RN7SKP36	0
LOC100420252	0
SORCS2	14
LOC105374371	0
TRSUP-TTA3-1	0
PSAPL1	2
LOC107986258	0
AFAP1-AS1	0
AFAP1	327
LOC389199	6
MKRN8P	0
ABLIM2	59
LOC107986259	0
GMPSP1	0
SH3TC1	71
LOC105374373	0
HTRA3	0
LOC105374374	0
ACOX3	131
RNA5SP152	0
ATP6V1E1P1	0
LOC105374376	0
TRMT44	435
GPR78	1
CPZ	0
LOC101928532	0
HMX1	0
LOC105374474	5
LOC650293	0
UNC93B8	0
LOC100288392	0
SLC2A1	2328
LOC107984022	8
LOC100286946	0
LOC105369250	1
SNRPCP16	0
LOC100288430	1
ENPP7P10	27
FAM86KP	10
ALG1L14P	6
FAM90A26	0
USP17L10	0
SLC2A1-AS1	11
USP17L11	0
USP17L12	0
USP17L13	0
USP17L14P	0
USP17L15	0
USP17L16P	0
USP17L17	0
USP17L18	0
USP17L19	0
USP17L20	0
RNU6-880P	0
USP17L21	0
USP17L22	0
USP17L24	0
USP17L25	0
USP17L26	0
USP17L5	0
USP17L27	0
USP17L28	0
USP17L29	0
USP17L9P	0
FAM183A	0
USP17L30	0
USP17L6P	0
LOC105378242	0
LOC100133128	0
RNA5SP153	0
LOC107986212	0
DEFB131	0
OR7E86P	0
OR7E84P	0
OR7E85P	1
CDK11A	385
EBNA1BP2	2427
UNC93B7	0
OR7E83P	0
LOC101928948	12
RPS24P11	0
RPS3AP19	0
SNRPCP13	0
ENPP7P11	1
FAM86MP	5
ALG1L3P	0
LOC100420821	3
OR7E35P	0
SLC2A9	12
DRD5	0
RNA5SP154	0
LOC105374476	0
WDR1	3570
RNA5SP155	0
LOC105374478	0
CFAP57	9
LOC100130161	0
LOC100129344	0
RAF1P1	0
LOC100422637	0
LOC100422638	0
LOC100422639	0
LOC107986260	0
LOC100287951	0
ZNF518B	1394
LOC100130072	0
LOC105378685	0
LOC105374482	0
CLNK	1
LOC105374481	1
LOC105374480	0
LOC102723525	0
LOC105374479	0
LOC105374488	0
LOC105374487	0
RNPS1P1	2
RNA5SP46	0
HS3ST1	1863
RNA5SP156	0
LOC107986178	41
LOC105374484	1
LOC105374483	9
LOC105374489	4
LOC107986179	0
LOC107986180	0
LOC101929019	0
RNU6-578P	0
TMEM125	69
LOC105374492	0
LOC105374490	0
ECM1P2	0
LOC107986181	0
LOC105374493	10
LOC105374494	1
RAB28	360
HSP90AB2P	4
LOC105374495	0
LINC01097	0
C1orf210	93
NKX3-2	16
LINC01096	0
BOD1L1	1223
LOC100288683	0
RPL32P12	0
LINC01182	0
LOC107986183	0
LOC107986184	0
LOC101929048	0
TIE1	1
LOC107986182	0
LOC391636	0
LINC01085	0
KLF17P2	0
LINC00504	96
MTND2P31	0
LOC105374496	0
CPEB2-AS1	0
LOC105374498	0
CPEB2	138
MPL	4
LOC101929095	0
RN7SKP170	0
LOC105374501	0
C1QTNF7	0
LOC107986185	0
CC2D2A	273
FBXL5	714
FAM200B	246
BST1	16
RPL10AP7	0
LOC105378687	24
LOC100288771	0
LOC107986186	0
CD38	3
HPRT1P1	0
FGFBP1	71
FGFBP2	1
PROM1	448
LOC107986261	0
LOC105374502	0
TAPT1	346
SLC35E2	67
CDC20	4629
LOC107986187	0
TAPT1-AS1	1
RPS21P4	1
LOC100421364	0
ZEB2P1	0
LOC105374505	0
LDB2	0
LOC107986188	1
MTND5P4	0
LOC105374507	0
ELOVL1	2071
LOC101929123	0
LOC107986219	0
RPS7P6	0
QDPR	765
CLRN2	0
NACAP5	0
LAP3	1204
MED28	538
FAM184B	2
DCAF16	1158
NCAPG	4263
LCORL	822
KRT18P63	2
LOC107986220	0
LOC107986262	0
LOC105374510	0
LOC107986263	4
RNA5SP157	0
LOC107986264	9
RPL21P46	5
MED8	1054
LOC105374511	0
LOC105374513	0
LOC105374514	0
SLIT2	23
SLIT2-IT1	0
LOC105374515	0
PACRGL	347
KCNIP4	0
LOC107984947	0
LOC105374516	0
RPL31P25	0
KCNIP4-IT1	0
RNU6-420P	0
LOC100505912	1
LOC105374519	0
ADGRA3	759
RPS27P13	0
LOC105374520	0
GBA3	1
SZT2	228
LOC107986265	12
CDC42P6	25
LOC105374521	0
LOC105374524	3
LOC105374523	0
RFPL4AP3	0
LOC105374525	0
LOC105374528	0
LOC105374527	0
PPARGC1A	0
DHX15	4117
RN7SL16P	0
ATP5LP3	0
LOC107986266	0
HNRNPA1P65	0
SOD3	0
LOC105374533	2
CCDC149	59
LOC102723675	0
HYI	129
LGI2	0
LOC105374534	2
SEPSECS	324
SEPSECS-AS1	0
LOC105374535	5
PI4K2B	604
LOC107986267	2
ZCCHC4	567
ANAPC4	491
LOC105374536	0
PTPRF	4452
LOC645433	0
LOC101929161	0
RNU7-126P	0
LOC100288962	0
SLC34A2	0
RPS29P11	0
LOC100913179	0
SEL1L3	677
MTND4P9	0
MTND4LP22	0
KDM4A	600
MTND3P5	0
MTCO3P44	1
LOC102723733	0
LOC105374538	0
SMIM20	417
LOC105374540	0
LOC645481	0
LOC105374541	0
RBPJ	2234
LOC105374545	0
LOC100129381	3
KDM4A-AS1	16
LOC105374542	0
CCKAR	0
TBC1D19	200
LOC105374546	4
STIM2	525
LOC100421493	0
LOC101929199	1
MRPL51P1	0
IGBP1P5	0
LOC105374547	0
ST3GAL3	47
LOC105374548	0
LOC105374549	0
LOC105374550	0
LOC105374552	0
LOC105374553	0
LOC105374557	0
LOC107986269	0
LOC107986268	0
LOC105374556	0
LOC105374558	1
LOC101929592	0
LOC105374559	0
RN7SL101P	0
MESTP3	0
LOC102723764	0
LOC105374561	0
LOC100418700	0
LOC100533708	0
LOC107986221	0
EEF1A1P21	0
LOC105374562	0
RPS3AP17	0
LOC100130674	0
PCDH7	2443
LOC102723778	0
LOC105374564	0
LOC105374565	0
LOC105374566	0
LOC107986222	0
LOC102723828	1
SHMT1P1	0
LOC105377651	0
LOC102723846	0
LOC101927363	0
LOC107986223	0
MAPRE1P2	0
LOC105374391	0
LOC105374392	0
LOC101928622	0
RPL31P31	0
LOC105374394	0
ARTN	94
LOC107986270	0
LOC107986271	0
LOC105378262	0
LOC107986272	0
SEC63P2	0
RNU6-573P	0
LOC105374396	1
LOC105374397	0
ARAP2	292
LOC651644	0
LOC105378688	2
LOC439933	0
DTHD1	0
LOC105374399	0
LOC105374400	0
LOC100130532	0
LOC100508631	0
LOC101928721	0
LOC105374402	0
LOC101929609	4
NWD2	0
C4orf19	3
RELL1	268
LOC105374404	0
LOC105374406	0
RPL21P45	0
PGM2	986
HNRNPRP3	12
TBC1D1	1019
LOC105374407	33
IPO13	503
PTTG2	4
PSME2P4	1
MRPS33P2	0
LOC105374408	0
LOC105374409	0
LOC105374410	0
LINC01258	0
LOC107986224	0
LOC105374411	0
LOC102723415	0
DPH2	1604
KLF3-AS1	0
KLF3	581
LOC105374413	0
LOC105374412	0
RNA5SP158	0
TLR10	7
TLR1	67
TLR6	101
FAM114A1	263
NADK	1259
ATP6V0B	3152
TMEM156	9
KLHL5	343
LOC105374418	0
WDR19	321
RFC1	2651
RNU6-32P	0
RNU6-887P	0
KLB	7
RPL9	28179
B4GALT2	853
LIAS	674
LOC401127	15
UGDH	703
UGDH-AS1	202
SMIM14	220
RNU7-11P	0
LOC105374419	6
UBE2K	3173
RN7SL558P	0
ZBTB12BP	4
CCDC24	96
PDS5A	3442
RNA5SP159	0
PABPC1P1	0
KRT18P25	0
LOC344967	0
N4BP2	290
RNU6-1112P	0
RHOH	4
LOC101060498	0
CHRNA9	1
SLC6A9	55
RNU7-74P	0
RBM47	500
RPL37P14	0
LOC107986225	0
NSUN7	1
ARL4AP2	0
APBB2	1163
LOC107986273	2
RNA5SP160	0
LOC107984948	4
RNU6-836P	0
RNU6-1195P	0
UCHL1-AS1	0
UCHL1	0
LIMCH1	151
RPL12P20	0
LOC105374423	0
LOC105374421	0
OR5M14P	0
PHOX2B	0
KLF17	1
LOC105374425	0
RNU1-49P	0
HMGB1P28	0
LINC00682	0
LOC107986274	0
LOC105374426	0
TMEM33	2581
DCAF4L1	50
SLC30A9	1965
ATP1B1P1	1
LOC107984949	0
BEND4	0
LOC105374428	0
SHISA3	0
ATP8A1	22
RPS7P7	0
CCNL2P1	0
LOC105374430	0
LOC105374431	0
RN7SKP82	0
GRXCR1	0
KRT8P47	0
LOC105374432	0
LOC105374434	0
LOC105374433	0
RPS2P21	0
LOC105374436	0
PGBD3P4	0
RN7SL691P	0
RN7SL193P	0
NDUFB4P12	0
LOC105374438	0
RN7SL479P	0
LVCAT1	0
KCTD8	0
LOC107986275	0
YIPF7	1
GUF1	933
GNPDA2	450
LOC105374439	0
LOC105374440	0
LOC100419045	0
LOC105374441	0
LOC100129492	0
PRDX4P1	0
LOC100533736	0
THAP12P9	0
LOC100419154	0
RNU6-931P	0
RN7SKP199	0
GABRG1	0
GABRA2	0
RNU6-412P	0
RAC1P2	14
GNB1	7665
KLF18	0
COX7B2	0
GABRA4	0
GABRB1	0
LOC105374442	0
LOC107986276	0
COMMD8	694
LOC107986277	1
ATP10D	148
RPL21P52	0
CORIN	65
LOC100419796	0
LOC105374444	2
LOC105374443	0
RPL15P7	0
LOC101927179	0
NFXL1	896
LOC101927157	5
CNGA1	24
NIPAL1	247
TXK	17
OOSP1P1	0
RNU6-838P	0
TEC	80
LOC105374445	0
SLAIN2	1205
LOC107986278	3
SLC10A4	127
ZAR1	0
FRYL	1211
RNU5E-3P	0
OCIAD1	3139
LOC105378689	2
OCIAD2	863
RNU6-158P	0
CWH43	0
TPI1P4	0
LOC101927209	0
LOC100419003	0
SNX18P23	0
MTCO3P39	0
MTND3P22	0
LOC107986213	0
LOC100130714	0
ANKRD20A17P	0
LOC107986214	0
MTCO3P42	0
SNX18P24	3
SNX18P25	0
DCUN1D4	583
DUTP7	0
RPL37AP2	0
LRRC66	38
SGCB	677
DMAP1	152
LOC105377652	0
SPATA18	110
LOC107986279	0
LOC100419861	0
RNU6-1252P	0
USP46	609
USP46-AS1	7
LOC107986280	52
DANCR	392
ERI3	892
SNORA26	0
ERVMER34-1	308
LOC107986281	4
LINC01618	0
RASL11B	3
SCFD2	333
LOC101928658	2
RNU6-310P	0
LOC105377654	0
FIP1L1	1847
ERI3-IT1	3
LNX1	99
LNX1-AS1	0
LOC101928879	0
LNX1-AS2	0
LOC100506444	1
LOC100129728	0
RPL21P44	3
CHIC2	300
MORF4L2P1	1
GSX2	0
SNORA110	0
RPL22P13	0
PDGFRA	0
LOC105377656	0
LOC339978	0
KIT	0
LOC105377657	0
LOC107986226	0
RPL38P3	0
LOC107986227	0
RNU6-410P	0
RNU6-369P	0
RN7SL424P	0
KDR	8
RN7SL822P	0
LOC100128865	0
RNU6-746P	0
LRRC34P2	0
SRD5A3	264
FCF1P8	0
SRD5A3-AS1	2
LOC105377659	1
LOC105378949	0
RNF220	1266
TMEM165	823
CLOCK	1076
RN7SKP30	0
PDCL2	1
NMU	717
LOC105377660	0
RNU6-276P	0
LOC644145	0
LOC105377661	0
EXOC1	494
LOC107984951	0
RNU6-652P	0
LOC105377663	1
CEP135	409
RNA5SP161	0
KIAA1211	695
LOC101928760	1
RNU6-197P	0
LOC105377664	0
MRPL22P1	0
RNA5SP162	0
AASDH	346
RPL7AP31	0
PPAT	2026
LOC100506514	3
PAICS	7676
LOC107986282	346
SRP72	6702
ARL9	16
LOC105377665	0
THEGL	0
LOC107984950	25
GLDCP1	0
HOPX	0
LOC101928815	0
LOC105377666	0
LOC105377667	0
RPL17P20	0
LOC285453	0
RN7SL492P	0
LOC105377668	0
RN7SL357P	0
TMEM53	40
SPINK2	17
REST	1283
NOA1	1260
POLR2B	4254
RNU6-998P	0
IGFBP7	0
UBE2CP3	0
IGFBP7-AS1	0
LOC107986283	0
RPS26P24	0
C1orf228	4
LOC101928851	0
LOC105377670	0
SRIP1	0
LOC105377671	0
LOC107986228	0
LOC105377672	0
LOC105377246	0
LOC105377247	0
LOC105377245	0
RNU6-1325P	0
LOC105378690	1
LOC105377248	0
LOC100421808	0
LOC105377249	0
ADGRL3	0
RPL17P19	0
RPS12P9	0
ADGRL3-AS1	0
RPS15AP17	0
LOC101927145	0
RNU5F-1	0
RPL21P47	0
LOC100289193	0
LOC100131441	0
HMGN1P11	0
EXOC5P1	0
LARP1BP1	0
LOC105377253	1
LOC105377254	0
TECRL	0
RNU6-191P	0
RNU5D-1	0
DPP3P1	0
MTCO3P27	0
MTCYBP16	0
MTND6P16	0
MTND5P13	0
MTCO3P28	0
RPS6P5	0
LOC107986284	0
LOC105377255	0
LOC401134	0
KIF2C	2158
LOC100533670	0
EFTUD1P2	0
LOC105377256	0
EPHA5	0
RPL6P10	63
EPHA5-AS1	0
LOC105377258	0
RNU2-40P	0
LOC105377259	0
LOC105377260	0
CALML6	7
RPS8	28391
LOC105377261	0
LOC728048	0
RPS23P3	0
LOC105377262	0
RNU6-699P	0
LOC100996585	2
LOC101927237	1
RNU1-63P	0
CENPC	304
SNORD55	0
STAP1	0
UBA6	2210
LOC107986207	0
UBA6-AS1	253
ST3GAL1P1	10
LOC100419862	0
LOC100419046	0
GNRHR	5
TMPRSS11CP	0
LOC102724780	0
SNORD46	0
TMPRSS11D	2
TMPRSS11A	0
TMPRSS11GP	0
RNU6-95P	0
GCOM2	0
TMPRSS11F	0
LOC550113	0
SYT14P1	0
LOC100420693	0
FTLP10	0
SNORD38A	0
TMPRSS11BNL	0
TMPRSS11B	0
LOC100422188	0
APOOP4	0
YTHDC1	118
MT2P1	0
TMPRSS11E	1
UGT2B29P	0
UGT2B17	0
LOC100422402	0
SNORD38B	0
LOC100132651	0
LOC728807	0
UGT2B15	0
LOC728811	0
LOC100422026	0
LOC100422189	0
UGT2B10	0
LOC101930041	0
LOC100174950	0
LOC101927264	0
RPS15AP11	0
UGT2A3	0
LOC100289568	0
LOC642381	0
UGT2B27P	0
LOC100422020	0
UGT2B26P	0
LOC105377265	0
UGT2B7	0
LOC100127903	0
LOC101060162	0
BEST4	6
LOC642474	0
LOC105377267	0
UGT2B11	0
LOC100422021	0
LOC100533845	0
UGT2B28	0
LOC100422022	0
LOC642496	0
LOC100422190	0
UGT2B25P	0
PLK3	736
LOC100422029	0
UGT2B24P	0
UGT2B4	0
